FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair/Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Number_Non-Hispanic_Black_or_African_American,Percent_Non-Hispanic_Black_or_African_American,Number_American_Indian_or_Alaskan_Native,Percent_American_Indian_or_Alaskan_Native,Number_Asian,Percent_Asian,Number_Native_Hawaiian_Other_Pacific_Islander,Percent_Native_Hawaiian_Other_Pacific_Islander,Number_Hispanic,Percent_Hispanic,Number_Non-Hispanic_White,Percent_Non-Hispanic_White,Number_Not_Proficient_in_English,Percent_Not_Proficient_in_English,Percent_Female,Number_Pop_Living_in_Rural_Area,Percent_Rural
40000,Oklahoma,0,2015,0,9121.37,18.7,8.285393145,24.1,32.1736485,6.7,30.03767591,71.77128986,13.2,32.95096071,441.5,53.76776976,21.41292083,63.83001,55.39442,331.79521,71.37,77.81517876,58.36701623,5.428451595,23.8,89267,19341,33.92210018,11.78561505,468.4374591,86.00514708,10.33,22.56896779,14.15335006,24.6,53892,448.6,71.58004015,7.8,11.5,152.2,17.2039572,18.24995555,19.14705252,10.70664582,57.62786,45724,51.15039332,6.5,3850568,24.59447541,14.26077919,283498,7.362498208,346568,9.000438377,75795,1.968410894,6247,0.162235805,369646,9.599778526,2599040,67.49757438,74148,2.105530382,50.46725574,1266322,33.75642535
41000,Oregon,0,2015,0,5958.37,13.8,6.149812848,16.2,26.76486736,7.3,16.07583517,88.54245572,16,30.88410992,345,30.76443526,17.38974775,90.47655,73.35757,322.23386,37.72,69.01441736,66.73363994,7.727032064,21.6,97370,21196,30.690785,10.46070976,248.8211423,65.64775949,8.91,18.94077151,20.00324599,26.2,40205,309,42.89799534,5.4,8.7,159.4,16.74636792,13.03958381,10.26232181,6.875942297,58.47232,50228,43.94341509,2.7,3930065,21.82167471,15.45508789,68979,1.75516181,69709,1.773736567,161793,4.116802139,16146,0.4108329,483758,12.30916028,3045289,77.48698813,125413,3.450145612,50.52473687,726692,18.9683624
42000,Pennsylvania,0,2015,0,6926.44,14.2,8.314590651,19.9,28.81487725,7.7,24.21575431,85.17290344,17.3,33.86591479,430.9,28.02159558,11.66357057,80.04835,62.50293,146.62041,62.61,85.25000687,61.89704014,7.403072709,19.2,103197,21771,32.7603003,12.32808839,356.7247968,66.12436528,12.9,8.45571645,15.11206819,34.2,146214,344.6,54.11966826,7.4,10.3,292.3,14.32776936,15.46926815,11.43257957,5.314160653,73.8308,52005,33.61034665,5.8,12773801,21.25949042,16.37202584,1357150,10.62448053,42975,0.336430793,397363,3.110765543,8065,0.063137041,808318,6.327936375,10010815,78.36989945,221964,1.848405654,51.13169526,2711092,21.34318304
44000,Rhode Island,0,2015,0,5807.81,13.1,7.878735661,16.4,26.2098878,7.3,24.15440105,95.20876106,19.4,41.44927536,410.7,24.89037318,12.83230399,93.78344,61.1501,316.97243,60.41,77.16449822,65.12734312,9.489233716,22,111795,21459,37.58650022,10.20668538,252.43158,60.72801412,10.28,14.72701564,19.90498812,30.3,10187,299.6,46.62094127,6.3,8.9,228.1,14.65687637,16.37496697,7.489955942,5.360580221,73.70346,55015,37.65382838,2.7,1051511,20.35042905,15.48381329,58130,5.528235083,9656,0.918297574,35057,3.333964172,1722,0.163764335,142853,13.58549744,791859,75.30677283,46106,4.630246134,51.5528606,97524,9.265348429
45000,South Carolina,0,2015,0,8281.49,16.2,9.92511008,20.3,31.66529745,6.7,25.57621105,71.02697215,14.3,41.55251142,574.7,45.86406948,19.76414977,65.75322,49.94933,129.4075,54.08,74.81419796,60.24631628,7.583899878,27.3,89604,18233,39.74418051,12.20012266,577.4904507,71.51193547,12.56,3.55420789,15.76819637,31.2,63393,404.2,63.36719089,8.3,12,363.9,17.96443187,13.0269539,19.85029833,8.806678817,52.67193,44310,50.08250984,7.9,4774839,22.61433317,15.24172857,1309180,27.41830667,25706,0.538363702,71060,1.488217718,4357,0.09124915,254780,5.335886718,3051604,63.91009205,68224,1.557142075,51.34665274,1557555,33.67421461
46000,South Dakota,0,2015,0,6738.41,11.1,6.512021552,18.1,29.39155626,7.4,24.52084241,70.38984009,19.4,36.92307692,470.9,37.20483044,13.61993728,76.7981,55.15596,136.35121,57.47,78.45987261,66.65077165,3.814517604,18.6,91170,21860,31.1495489,17.36356938,281.8069598,69.05672583,10.84,3.064482218,11.94322767,14.2,8250,321.4,72.35069504,7.2,8.7,66.2,12.3428939,5.590483299,16.71837569,6.336635542,98.94931,49200,30.57430321,2.7,844877,24.61411543,14.93270618,15004,1.775879803,75233,8.904609783,9863,1.167388863,622,0.073620184,28725,3.399903181,703647,83.28395731,7676,1.001744832,49.77043996,352933,43.34827679
47000,Tennessee,0,2015,0,8695.81,19.4,9.240379974,22.6,32.01577599,6.9,30.26888907,70.31432666,9.3,27.52865474,503.8,46.97696066,16.21001666,72.06978,50.09253,118.81198,73.12,87.22238173,57.68681131,8.206265495,26.5,88339,18425,35.54824251,11.49894761,621.3394451,77.96183088,13.76,4.002700136,15.32305802,32.3,90439,429,63.76279104,8.3,12,300.5,17.06565258,16.26626649,17.61554206,5.865964931,88.33158,44268,48.46707939,7.4,6495978,22.96154636,14.66101024,1088867,16.76217192,27916,0.429742835,106587,1.640815286,5935,0.091364226,319737,4.922076399,4865333,74.89762127,88359,1.472906286,51.24530902,2132860,33.60896172
48000,Texas,0,2015,0,6649.51,17.8,8.419754777,16.7,28.76553908,6.4,23.44497563,84.3441234,16,32.8455693,487.5,54.9577348,25.19229957,58.53594,51.53849,85.30261,62.92,87.9405029,58.63038572,6.338232956,25,105408,21523,33.24016381,7.827177216,421.6017307,54.65423137,9.61,6.630989952,18.32603525,35.1,249683,341.2,53.1169811,6.2,9.4,318.6,18.31924791,9.401680343,14.10367537,13.05589269,49.59507,51714,44.04767952,5.6,26448193,26.62558459,11.21500815,3089995,11.68319892,269429,1.018704756,1149969,4.34800593,35333,0.133593248,10153145,38.38880411,11648258,44.04179144,1899095,8.011571691,50.2914925,3847522,15.30099885
49000,Utah,0,2015,0,5854.7,12.2,6.874696709,9.4,24.88129402,7.4,16.61952806,87.46811101,9.3,19.67632027,266.7,29.71227153,15.66896581,56.56174,66.60066,216.86583,34.02,80.08740959,68.66252042,4.427483176,14.6,104695,26970,18.51277377,3.505777178,204.7233022,61.49241068,11.39,9.076418886,15.625,23.2,20270,286.9,49.55448148,5,7,111.4,15.5441467,18.15149579,9.928166208,10.23261358,60.94719,59715,36.9821586,2,2900872,30.90756848,9.777577225,29903,1.030827972,43170,1.488173211,66404,2.289104793,28249,0.973810634,387569,13.36043093,2312601,79.72089082,66479,2.602599272,49.7054334,260290,9.417540889
50000,Vermont,0,2015,0,5429.54,10.6,6.533513106,16.1,24.39726267,8.1,18.39167634,78.33432682,19.4,36.99421965,275.4,18.5410068,7.902056567,108.46455,63.83352,349.16937,48.33,87.9411939,65.78520949,4.352590577,15.2,100707,23122,30.44980752,13.05088888,136.2897563,68.56080822,10.74,7.009387344,16.76600055,29.4,6365,285.9,39.83110044,5.2,7.6,81.7,13.35919017,11.08945555,11.47815812,3.23905929,81.06857,52511,30.94941496,1.8,626630,19.58109251,16.35303129,6831,1.090116975,2324,0.370872764,8956,1.429232562,213,0.033991351,10587,1.689513748,587989,93.83352217,3124,0.525336028,50.65860237,382356,61.10451449
51000,Virginia,0,2015,0,6191.72,13.5,8.263431759,17.5,27.77391098,8.3,22.19566143,81.48292019,15.9,31.43688807,427.1,29.46168032,14.2188002,74.40873,62.06717,123.15377,55.21,83.26356745,68.22237617,5.545465416,15.7,127994,26783,29.93549335,11.27430973,200.2392454,52.01168106,12.66,2.460655216,15.27101913,38,81691,317.6,55.10796735,7.2,9.8,309.5,12.13713831,8.691552174,10.61159015,5.989099007,59.56124,62745,0,4.7,8260405,22.57195622,13.38168044,1569795,19.0038503,44910,0.543677943,505314,6.117302965,9241,0.111871028,712790,8.628995794,5257021,63.64120161,198700,2.617619995,50.82321024,1963930,24.54598311
53000,Washington,0,2015,0,5506.17,13.7,6.288667167,15.5,27.33211074,7.5,18.08962463,88.59401535,16.9,40.23591088,356.6,29.22367543,15.84989206,83.09395,75.365,231.8901,39.34,78.69892692,67.75049111,7.012623045,18.6,113233,25461,28.79382078,9.28663021,301.1480215,59.25552578,10.98,0.409177112,17.98011197,32.7,62647,287.2,42.70475467,5,8.5,191.3,14.95517189,14.5226383,8.573838866,6.095181406,65.68259,58431,37.28900295,3,6971406,22.89057616,13.64264253,254344,3.648388862,129515,1.857803146,550678,7.899095247,47833,0.68613132,832249,11.9380366,4950339,71.00919097,251134,3.937476139,50.04350629,1072671,15.95158925
54000,West Virginia,0,2015,0,9586.74,21.5,9.416387224,26,33.29110108,7.3,32.46570793,59.94072296,10,33.75,258.2,45.3910649,17.62012661,76.964,48.42787,91.62467,93.34,79.4184158,52.89819872,6.46687816,26.3,82384,16726,32.21304585,13.2692829,311.1509224,91.27898229,13.19,3.495844998,11.29337369,32.1,30432,462.5,63.6126964,7.6,12.9,93.4,14.99827801,24.38472892,18.94869218,4.532168569,95.50753,41195,44.63746597,5.1,1854304,20.58335634,17.25935985,64997,3.505196559,4303,0.232054722,14378,0.775385266,555,0.029930367,25702,1.386072618,1718262,92.66344677,5722,0.326969187,50.62427736,950184,51.27830959
55000,Wisconsin,0,2015,0,5880.58,11.8,7.047702738,18.3,28.82809991,8,21.13622525,82.72432885,24.4,38.84441351,414.3,27.48920326,10.42575951,82.33797,61.3299,148.11815,50.57,87.54967008,65.85551151,6.722466049,18.4,97637,22830,30.73967002,11.80148498,255.4783984,62.87231087,11.49,4.855673559,15.20151421,25.6,55390,301.6,49.19570653,6.3,8.6,106.5,12.64966214,11.28613453,11.05142735,4.705001482,74.45958,51474,34.758152,3.1,5742713,22.77279049,14.80079189,359618,6.262162152,63212,1.100734096,145298,2.530128182,2718,0.047329546,363925,6.337161547,4739713,82.53438749,85754,1.601209655,50.3342758,1697348,29.84617863
56000,Wyoming,0,2015,0,7360.24,12.6,8.624587673,19.8,25.94355639,7.7,22.84810426,68.08273572,17,36.90851735,364.7,42.30637476,17.25226229,66.96599,58.18164,251.94883,52.66,79.10824368,66.12540171,4.643153283,13.5,104588,25432,27.81818317,13.94835638,206.1874972,85.53386708,11.18,6.119047515,11.86996312,14.6,6328,348,59.91246124,7,8.2,51.9,13.004587,13.4310251,21.41215348,9.216927117,69.50904,58424,26.84824471,3,582658,23.62947046,13.505178,9182,1.575881564,15258,2.618688836,5506,0.944979731,630,0.108125178,56363,9.673427637,490060,84.10765835,4411,0.831127232,48.97898939,198633,35.24198671
