FIPS,State,County/Borough/Parish,Year,Health_Outcomes_Rank,Yrs_Potential_Life_Lost_per_100K,Percent_Fair_Poor_Health,Percent_Low_Birthweight_Births,Percent_Adult_Smokers,Percent_Adult_Obesity,Healthy_Food_Access_Index,Percent_Adults_Physical_Inactivity,Percent_Access_to_Excercise_Opportunities,Percent_Adults_Excessive_Drinking,Percent_Driving_Deaths_with_Alcohol_Involvement,Chlamydia_Cases_per_100K,Teen_Birth_Rate,Percent_Ppl_Under65_w/o_Insurance,PCP_per_100K,Dentists_per_100K,MHP_per_100K,Preventable_Hospitalization_Rate_per_100K_Medicare,Graduation_Rate,Percent_Adults_with_Some_Post-secondary_Ed,Percent_Unemployed_&_Looking_for_Work,Percent_Children_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Percent_Children_Living_in_Single_Parent_Household,Associations_per_10K,Violent_Crimes_per_100K,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,County_Affected_by_Water_Violation,Percent_Households_with_One_or_More_Severe_Problems,Percent_Lone_Commuters_who_Commute_More_Than_30Min,Premature_Deaths,Premature_Age_Adjusted_Mortality_per_100K,Child_Mortality_per_100K,Infant_Mortality_per_1K_live_births,Percent_Adults_Diagnosed_Diabetes,HIV_per_100K,Percent_Pop_w/o_Adequate_Access_to_Food,Drug_Overdose_Deaths_per_100K,Motor_Vehicle_Deaths_per_100K,Percent_Children_w/o_Health_Insurance,Other_Primary_Care_Providers_per_100K,Median_Household_Income,Percent_Children_Enrolled_in_Reduced_Lunch,Homicide_per_100K,Resident_Population,Percent_under_18_years_of_age,Percent_Age_65_and_over,Percent_Non-Hispanic_Black_or_African_American,Percent_American_Indian_or_Alaskan_Native,Percent_Asian,Percent_Native_Hawaiian_Other_Pacific_Islander,Percent_Hispanic,Percent_Non-Hispanic_White,Percent_Not_Proficient_in_English,Percent_Female,Percent_Rural
48135.0,Texas,Ector,2017,180,9563.8,20.457320867,9.4261867501,15.512226611,31.6,7.7,31.3,71.352730985,18.863875968,36.796536797,726.3,88.662949601,22.61128593,56.52875,34.4966,42.65034,71.25,77.8,48.363601514,4.6100489552,17.4,108614.0,24269.0,34.671807625,7.9919950099,847.54554599,78.430952655,7.6,,16.863490793,21.2,1901.0,465.2,66.173976389,6.0972348505,8.9,119.9,11.2,14.047432778,30.453949907,14.857709428,58.330619999999996,62519.0,47.672485453,6.2,159436.0,30.020196192,9.4000100354,4.2236383251,1.4287864723,1.1885646905,0.1988258612,58.731403196,34.542386914,8.936123348,49.315712888,9.4552614308
48137.0,Texas,Edwards,2017,128,0.0,20.59476701,9.3567251462,12.9268518,27.1,7.8,23.8,1.4985014985,15.313896405,40.0,0.0,76.335877863,32.052211748,0.0,0.0,0.0,84.37,97.4,55.652173913,4.7235023041,39.6,80694.0,17310.0,25.438596491,21.287919106,119.94516792,0.0,6.4,,10.595238095,27.0,35.0,417.0,0.0,0.0,11.8,508.7,10.3,0.0,0.0,25.062656642,0.0,37567.0,67.783505155,0.0,1894.0,20.90813094,25.659978881,0.5279831045,2.2703273495,0.7919746568,0.0,55.966209081,41.974656811,6.8371317399,48.627243928,100.0
48139.0,Texas,Ellis,2017,19,6156.2,16.489698105,7.2841663754,13.328598012,29.8,7.0,24.3,76.559721944,17.689866895,36.0,323.1,37.000290388,19.99207664,40.79916,31.778630000000003,57.44598,54.66,92.2,58.109141124,3.9512848497,15.6,112303.0,27778.0,26.331733234,10.042870503,128.86570399,47.349509385,10.2,,14.201705381,45.5,1731.0,340.9,46.216861066,5.7703003337,9.9,122.4,15.8,6.890431696,12.284683217,12.019273668,38.50103,66811.0,47.66158254,4.1,163632.0,26.936662755,12.177935856,9.4370294319,0.8726899384,0.7370196539,0.1203920993,25.488901926,62.642392686,4.75489093,50.661850983,31.975135352
48141.0,Texas,El Paso,2017,80,5821.9,27.26741745,9.0560816183,14.64020337,28.4,7.4,23.0,80.440693589,16.743093968,34.285714286,602.5,60.138661003,24.961096539,46.0715,41.407720000000005,74.31848,47.48,84.2,61.477663693,5.2268591974,29.4,82656.0,17480.0,35.873299205,4.8711017688,364.36840819,43.136454502,11.6,,20.436271153,29.8,6989.0,302.0,43.469520288,4.4368390852,9.5,284.7,11.0,8.4107725174,11.548407715,10.933604286,57.68359,43101.0,74.427622068,2.8,835593.0,27.92077004,11.63640672,3.1763071256,1.0067102046,1.3730368732,0.2162536067,81.346062018,13.096806699,15.698143453,51.021609803,2.1743664811
48143.0,Texas,Erath,2017,36,6553.5,17.985799576,6.4814814815,17.541396224,28.2,5.4,22.5,68.899445764,19.046593516,25.0,458.9,25.779334501,26.56910364,59.78031,48.63577,77.81723000000001,52.0,55.4,60.143253235,3.919121318,21.1,82433.0,13521.0,29.508196721,12.703315316,139.24422262,58.434165852,8.0,,22.697254084,18.4,403.0,339.1,62.10629048,0.0,8.9,41.6,19.3,0.0,18.613274549,18.030320565,24.317880000000002,45663.0,52.802514405,0.0,41122.0,20.762608823,13.856329945,1.6098438792,1.3836875638,0.8195126696,0.0705218618,20.48781674,75.465687467,4.4596683905,50.860853071,46.320929005
48145.0,Texas,Falls,2017,156,7380.1,22.736268101,9.5639943741,18.223828609,29.8,4.7,29.7,27.807007724,15.305077024,27.272727273,697.4,65.964523282,24.521569899,17.65848,23.334500000000002,11.667250000000001,63.71,91.2,39.323273891,4.2919119926,32.7,72655.0,14509.0,39.364566505,14.715404085,167.14568173,59.64807635,9.1,,14.375,41.7,252.0,414.0,0.0,0.0,11.5,144.1,21.1,0.0,21.171603993,14.944995975,35.00175,37912.0,81.050740907,0.0,17142.0,21.047719053,17.045852293,23.818690935,1.0500525026,0.6241978766,0.1516742504,22.692801307,51.230894878,3.609445736,52.531793256,67.356990932
48147.0,Texas,Fannin,2017,73,8282.3,15.911072643,6.8079902161,16.404578338,28.4,5.5,27.4,53.076809671,17.673130862,25.641025641,267.4,45.534150613,21.349215899,23.7023,23.7438,109.81509999999999,69.3,94.4,49.20813069,4.1653128858,23.0,86264.0,17973.0,33.058774257,14.517658213,161.7689486,87.629445862,9.6,,15.446466356,43.1,585.0,458.6,59.557174888,0.0,10.4,150.9,19.4,11.868966609,29.154149396,12.84490961,38.58368,43733.0,57.319549566,5.1,33693.0,20.864868073,19.110794527,6.6898168759,1.2287418752,0.5490754756,0.0504555842,10.646128276,79.253850948,2.2117101595,47.006796664,70.529264337
48149.0,Texas,Fayette,2017,17,6622.8,15.567860159,5.7636887608,14.048420342,27.1,6.8,24.7,47.531970351,16.549922545,34.0,217.6,34.045008656,21.892580405,44.295899999999996,51.7722,19.912390000000002,38.06,92.3,44.785668586,3.3671623004,17.9,91832.0,20356.0,23.549618321,20.939878388,165.27163192,77.30028746,8.5,,11.35,24.8,340.0,329.2,0.0,0.0,11.6,85.0,15.4,0.0,28.28854314,17.657822507,31.85982,53173.0,50.134916352,0.0,25110.0,20.752688172,24.026284349,6.3401035444,1.1788132218,0.4261250498,0.0597371565,20.346475508,71.74432497,2.7479294967,51.023496615,67.137737232
48151.0,Texas,Fisher,2017,178,10071.0,17.192951848,9.0252707581,14.116092132,26.7,7.1,23.8,46.527428284,16.44895796,30.0,414.9,45.943304008,21.189336979,26.10285,26.13013,0.0,65.98,92.3,59.856630824,3.9400665927,22.6,80264.0,20214.0,24.337957125,28.713129731,291.5451895,103.77750104,7.1,,12.171052632,29.3,62.0,403.6,0.0,0.0,11.7,0.0,15.4,0.0,36.683785767,15.576694411,78.39038000000001,43082.0,54.887218045,0.0,3827.0,20.094068461,23.125163313,3.1878756206,0.9929448654,0.5487326888,0.0,28.246668409,66.736347008,2.4451236455,50.352756729,100.0
48153.0,Texas,Floyd,2017,165,7141.3,26.138297749,10.09771987,16.894166326,26.8,7.8,23.5,44.213465715,14.250448263,0.0,288.9,79.136690647,25.202744853,67.23819,16.94628,0.0,81.61,92.2,49.853372434,5.6020371044,36.4,85553.0,17014.0,41.076653013,26.895276517,392.15686275,45.394118219,7.1,,14.256619145,20.3,78.0,391.9,0.0,0.0,11.4,99.9,14.6,0.0,0.0,16.298507463,50.838840000000005,36859.0,76.695929769,0.0,5901.0,26.7412303,18.962887646,3.4062023386,1.2879173022,0.3728181664,0.0169462803,57.227588544,38.315539739,4.5478306325,50.516861549,53.319888303
48155.0,Texas,Foard,2017,112,0.0,17.630710282,0.0,15.571390389,26.3,2.1,25.2,0.1497005988,14.88259834,0.0,0.0,33.033033033,24.921793535,0.0,0.0,0.0,98.69,100.0,66.222222222,4.3243243243,28.2,73318.0,17640.0,42.46031746,31.37254902,127.03252033,0.0,7.0,,8.1632653061,15.3,25.0,553.8,0.0,0.0,11.7,0.0,16.1,0.0,0.0,17.832167832,81.96721,36466.0,67.924528302,0.0,1220.0,21.06557377,25.245901639,5.8196721311,0.5737704918,0.9016393443,0.0,18.360655738,73.770491803,1.4171833481,51.639344262,100.0
48157.0,Texas,Fort Bend,2017,7,4322.1,14.064161656,8.9954656435,11.76366834,23.9,7.0,20.7,94.197224002,17.089622793,37.5,235.3,19.799356426,14.285341705,78.50061000000001,48.87674,55.85913,46.74,93.2,74.720443363,4.3021999593,9.7,163344.0,40347.0,22.386740331,4.7421371718,261.53611953,31.234384708,11.4,,15.2921815,55.8,4434.0,217.1,33.343916595,4.4679049489,8.4,158.8,15.0,4.2847467398,7.7883232775,8.7718683694,44.40801,95117.0,31.868623899,3.5,716087.0,27.716883563,9.9022884091,20.129676981,0.5837279548,19.482688556,0.0957984156,24.113271153,34.63908715,5.6448282672,50.828740083,5.5357676703
48159.0,Texas,Franklin,2017,37,6460.9,16.801043947,7.2864321608,15.96257719,26.9,7.1,28.5,41.546440358,16.721769882,46.666666667,337.7,48.497854077,21.391967584,37.73585,18.77758,28.16637,119.94,98.1,48.565022422,4.9546560495,27.0,88488.0,18219.0,39.597834493,13.20754717,155.47263682,79.093066175,9.6,,10.68524971,28.6,151.0,393.5,0.0,0.0,11.3,0.0,17.6,0.0,24.22350218,15.739689747,37.55516,43569.0,55.448524985,0.0,10651.0,24.45779739,20.232841987,4.0653459769,1.0233780866,0.8074359215,0.0187775796,13.98929678,79.288329734,3.289539665,50.65252089,69.12776992
48161.0,Texas,Freestone,2017,148,9101.4,16.891272202,8.9980855137,15.800764343,28.5,6.1,26.5,21.674404522,17.095536699,8.5714285714,280.0,52.844500632,22.471833854,35.42152,25.392310000000002,20.313850000000002,56.26,97.6,50.052776019,5.4397219995,21.9,97449.0,18914.0,33.997314235,13.662584759,189.11571518,62.056196464,9.2,,13.034482759,30.1,321.0,431.7,88.368496631,0.0,11.0,114.7,19.7,0.0,21.761680582,14.757240204,30.47077,48057.0,50.148608484,0.0,19691.0,23.310141689,18.587171804,15.763546798,1.3305571073,0.7059062516,0.0152353867,15.052562084,67.188055457,3.5687167806,48.179371286,66.476584578
48163.0,Texas,Frio,2017,236,10046.1,30.735589124,10.981047938,18.150752256,27.5,8.4,21.7,16.965789627,16.698394052,28.571428571,597.8,86.691086691,22.067124333,21.58545,21.28452,31.926779999999997,69.44,85.4,33.615648316,3.8219789132,35.8,76483.0,15939.0,38.944268237,7.554907992,179.56312477,60.779525036,7.5,,23.100936524,21.9,231.0,460.0,67.358967163,0.0,8.6,298.3,9.1,0.0,20.02755792,11.177602052,58.532430000000005,38809.0,70.384502495,0.0,18793.0,24.626190603,11.76501889,3.3150641196,0.9258766562,2.3200127707,0.0106422604,77.975842069,15.825041239,10.95591702,41.254722503,22.181564733
48165.0,Texas,Gaines,2017,58,8395.6,18.860809693,5.3980582524,15.594339202,30.6,8.0,26.0,37.915097569,19.704084446,17.142857143,296.0,63.837994214,31.251068681,20.592019999999998,9.97456,9.97456,82.51,94.8,35.26812613,3.2455012853,20.1,100672.0,24479.0,20.027476721,13.8996139,100.95464126,83.321907333,7.6,,13.707451702,12.4,188.0,388.1,63.269939335,0.0,8.9,0.0,12.0,0.0,35.520686939,22.247317899,19.94913,53297.0,49.873417722,0.0,20051.0,35.285023191,9.1416886938,1.6458032018,1.1121639818,0.5535883497,0.0398982594,40.761059299,56.047079946,10.403571638,49.269363124,63.043478261
48167.0,Texas,Galveston,2017,95,7283.8,17.396246594,8.717512924,16.464842727,27.6,6.3,19.8,88.232426736,18.559732776,32.544378698,456.0,39.659610984,18.108180281,67.47338,41.27551,96.20607,63.3,91.9,65.781321921,4.988999981,19.1,127960.0,24267.0,29.169931082,7.7339766644,261.10087542,60.996364902,10.7,,17.018085977,40.0,4125.0,394.4,44.559801205,5.5262231609,9.8,288.6,17.7,14.736987187,13.313360146,9.9950335237,69.51664,66173.0,44.329455193,5.3,322225.0,24.572581271,13.080301032,12.928543719,0.7892000931,3.5183489798,0.0971370936,24.04903406,57.684537202,3.2631531428,50.61866708,6.1498271595
48169.0,Texas,Garza,2017,97,7678.0,19.674050798,9.4949494949,15.494655125,27.5,8.6,23.2,0.0,20.531661141,0.0,490.7,67.010309278,22.93986637,0.0,15.58846,0.0,71.56,82.7,26.633581472,3.7176470588,27.3,91086.0,21377.0,36.062557498,12.432012432,41.211621677,65.337108366,6.9,,10.691823899,20.4,89.0,484.3,0.0,0.0,8.3,380.4,10.4,0.0,0.0,14.716006885,31.17693,54606.0,71.347248577,0.0,6415.0,17.942322681,11.597817615,6.4848012471,0.8573655495,1.0132501949,0.1091192518,50.397505846,41.745908028,23.627179404,35.229929852,22.334004024
48171.0,Texas,Gillespie,2017,25,6274.8,15.400485345,7.6666666667,13.153711719,26.8,7.5,23.1,70.507710271,15.363342245,20.833333333,213.0,40.54604727,24.734496231,125.39185,65.4778,73.18106999999999,29.67,97.5,58.284157966,2.9082240763,18.0,104516.0,22325.0,23.620309051,16.849529781,62.742637544,70.019747142,7.7,,13.561708118,20.3,301.0,276.5,0.0,0.0,13.3,36.6,14.9,0.0,15.85935022,18.45146379,42.36799,54180.0,48.968930437,0.0,25963.0,19.335207796,28.964295343,0.4236798521,1.1708970458,0.4429380272,0.1194006856,21.919654894,76.139121057,4.23444679,51.427030775,53.653822925
48175.0,Texas,Goliad,2017,63,7202.9,18.443800876,7.7868852459,14.442909941,29.2,7.4,24.7,59.680998613,16.375699652,13.333333333,187.5,30.970815962,16.162125799,0.0,26.5569,26.5569,81.25,99.0,57.370242215,4.3661971831,21.2,103127.0,20893.0,38.22418136,15.896145185,152.0640458,102.31831767,7.9,,11.386138614,47.8,112.0,360.6,0.0,0.0,11.9,0.0,13.0,0.0,0.0,11.79245283,13.27845,52612.0,45.667613636,0.0,7531.0,21.550922852,20.727659009,4.1959899084,0.9294914354,0.4514672686,0.0265568982,35.54640818,58.571238879,1.2002259249,50.059753021,100.0
48177.0,Texas,Gonzales,2017,182,8488.4,24.230307407,9.0865384615,17.228590262,29.5,6.6,29.4,33.811278841,15.598202158,25.0,541.6,74.834295489,27.176158159,39.09686,43.74666,29.16444,51.34,88.6,36.612021858,3.7155537207,25.6,89792.0,17322.0,41.584342964,14.172612648,626.31164743,85.886905702,8.4,,17.921686747,25.4,292.0,421.0,50.430955437,0.0,12.0,73.7,13.8,0.0,31.265321784,17.205645882,53.46814,43519.0,74.004292869,0.0,20573.0,26.631993389,16.205706509,6.1536965926,1.7887522481,0.5638458173,0.0972147961,50.123948865,42.166917805,8.5997442455,49.482331211,65.279951532
48179.0,Texas,Gray,2017,179,9536.1,18.263393487,9.0177815411,16.917235067,28.4,6.9,24.3,81.127135567,17.944286747,20.0,308.1,74.944298157,22.097731433,39.05572,43.08488,17.23395,49.39,94.6,46.39922668,5.6516600408,17.8,90016.0,20804.0,28.521919945,16.924145114,598.22683844,71.285751543,7.0,,12.574493445,18.6,357.0,483.8,55.486789876,12.179756405,10.9,167.7,15.5,0.0,23.084025854,14.938231469,43.08488,49415.0,55.469301341,0.0,23210.0,25.415769065,15.045239121,5.0323136579,1.4088754847,0.6247307195,0.0086169754,28.280913399,63.860404998,3.8434497305,46.544592848,19.387619259
48181.0,Texas,Grayson,2017,121,8998.0,17.086307468,7.3815507773,15.839202006,28.9,5.9,24.9,72.548954723,17.911693252,33.333333333,326.9,52.629716146,21.764816482,49.37912,58.97965,102.01886,61.13,94.6,58.05717885,4.0031072839,22.6,93266.0,20253.0,37.043466185,12.385254262,263.70863054,74.83227809,10.0,,15.088058419,30.6,1995.0,451.3,53.696995525,5.1933599184,9.3,96.8,19.0,12.925672,19.400365101,11.993591211,59.77667,48164.0,54.384520379,4.3,125467.0,23.727354603,17.131197845,5.8740545323,1.8467007261,1.2122709557,0.0741230762,12.985087712,76.249531749,2.7160793984,51.054859047,43.150475277
48183.0,Texas,Gregg,2017,170,9405.8,19.023316288,8.572268784,16.937399701,35.3,5.6,29.4,71.404748213,16.88847037,31.25,826.7,67.927001759,21.48434841,75.48456,82.18648,118.44523,51.66,92.6,54.925712123,4.9744211093,23.4,93753.0,19426.0,40.537528262,14.691081458,470.27497128,67.361928337,10.0,,16.82490616,20.4,1873.0,488.0,82.748837576,7.9643431244,11.0,359.2,21.1,6.2105763415,19.673054783,11.535289986,101.52448000000001,48561.0,57.552333397,9.4,124108.0,25.800109582,14.260160505,19.99951655,0.9644825475,1.3899184581,0.1007187288,18.502433364,58.139684791,3.9971887903,50.99832404,13.36235932
48185.0,Texas,Grimes,2017,126,8499.4,19.482684372,8.20861678,17.513502262,29.1,5.5,27.4,44.02345512,17.149869196,16.071428571,510.1,47.889322455,24.697420635,33.12233,18.17389,7.269559999999999,68.49,89.5,38.784284655,5.3917291921,25.3,89118.0,17533.0,45.868323816,7.7285440895,415.42224353,70.999090324,9.6,,17.570621469,40.8,475.0,466.9,58.362514591,0.0,11.9,157.5,18.2,0.0,25.499497979,17.335913562,36.34778,44226.0,62.963790791,0.0,27512.0,22.335708055,16.483716197,15.800378017,0.9268682757,0.3961907531,0.0981389939,23.400697877,58.901570224,4.1359397557,45.500145391,68.903172455
48187.0,Texas,Guadalupe,2017,27,5785.6,17.941363471,8.0573488723,14.233976497,30.9,7.4,21.6,82.683433055,19.335729777,19.230769231,271.0,36.514983352,16.896254673,29.88115,30.413420000000002,27.10762,41.19,94.7,62.591862818,3.5524568393,14.5,113532.0,28601.0,27.586754967,5.9083191851,188.36881024,50.329020745,9.7,,11.861667744,38.2,1436.0,305.0,32.684651941,4.9353301566,10.0,70.8,12.5,6.7922170249,12.895592778,10.539641563,21.15716,64252.0,42.00306396,2.7,151249.0,25.908931629,13.281410125,7.2522793539,0.983146996,1.7329040192,0.2042988714,37.354957719,51.518357146,2.7222702735,50.62049997,26.16225586
48189.0,Texas,Hale,2017,154,7122.6,25.133925868,10.192837466,16.617412197,30.6,6.1,26.1,63.998015053,16.555661859,31.578947368,494.9,81.632653061,23.416520724,37.4424,26.19325,96.04191,50.13,90.7,45.913702754,6.447867482,29.4,76579.0,17888.0,36.289666395,15.552995392,197.32154276,59.079374546,7.7,,14.752688172,15.2,407.0,403.7,50.494849525,5.9908938414,10.3,100.7,16.4,9.5379802373,17.605211142,12.34294904,46.56577,41999.0,73.420124763,0.0,34360.0,27.633876601,13.114086147,4.8923166473,1.6559953434,0.6286379511,0.1309662398,58.495343423,34.909778813,6.4912012242,48.183934808,23.099826317
48191.0,Texas,Hall,2017,233,8022.2,25.958575446,13.461538462,18.872130025,29.1,5.6,26.4,28.959141068,13.226710209,33.333333333,277.9,62.814070352,30.872483221,63.55259,0.0,0.0,69.77,100.0,46.365422397,5.4726368159,39.8,59559.0,13984.0,38.64229765,22.243406419,190.93558436,92.626898851,6.8,,11.063829787,20.8,65.0,497.1,0.0,0.0,12.4,0.0,18.4,0.0,0.0,20.720720721,31.867430000000002,32158.0,69.516728625,0.0,3138.0,23.422562141,23.040152964,7.2976418101,1.5615041428,0.3824091778,0.063734863,34.448693435,56.787762906,6.4172847469,50.987890376,100.0
48193.0,Texas,Hamilton,2017,114,10372.7,15.50080503,5.4095826893,14.478030364,30.0,6.5,26.0,0.0,16.273433785,10.0,288.8,46.064139942,25.037159372,109.76948,61.282019999999996,36.76921,126.64,96.6,51.505445227,4.6870534438,25.8,88841.0,16527.0,26.520681265,20.734235882,184.5367654,101.33423408,7.8,,11.056105611,22.4,189.0,579.0,0.0,0.0,11.8,99.0,17.3,0.0,47.870612573,16.619559073,61.282019999999996,46181.0,53.689064559,0.0,8159.0,20.774604731,25.995832823,0.9559995097,1.9365118274,0.7108714303,0.0612820199,11.7293786,85.292315235,3.1695519348,50.496384361,64.377128097
48195.0,Texas,Hansford,2017,79,8300.8,19.798808226,6.3758389262,15.086288122,28.1,7.2,25.5,62.462141457,17.294891587,25.0,144.0,55.003313453,26.544133362,36.30423,17.825309999999998,17.825309999999998,51.26,100.0,46.687211094,2.9648727038,16.9,90038.0,23190.0,20.772058824,19.967326194,327.90143084,97.220221806,7.1,,15.365239295,16.0,79.0,460.4,0.0,0.0,9.7,0.0,11.6,0.0,35.951824555,19.891500904,0.0,55215.0,51.964162646,0.0,5610.0,29.108734403,14.49197861,0.623885918,1.5864527629,0.320855615,0.0,46.32798574,51.889483066,11.566078013,49.322638146,40.334936754
48197.0,Texas,Hardeman,2017,214,9858.5,19.046647525,10.179640719,16.796084307,28.5,5.6,25.8,68.277361682,15.680716285,11.111111111,199.2,54.77980666,25.763358779,127.29124000000002,78.125,78.125,124.03,100.0,43.268242549,4.9907578558,29.7,80236.0,14300.0,29.794520548,20.366598778,17.171803898,104.77996208,7.2,,9.7421203438,16.9,86.0,582.7,0.0,0.0,10.9,0.0,19.3,0.0,45.990023703,19.378238342,0.0,38154.0,76.734693878,0.0,3840.0,23.151041667,19.817708333,5.4947916667,1.09375,0.6770833333,0.0,23.229166667,68.229166667,5.6564608199,49.036458333,100.0
48199.0,Texas,Hardin,2017,119,9044.8,13.643750704,8.4663568398,15.687072073,32.1,6.2,29.2,71.986821634,18.924096158,25.0,185.9,51.615508885,17.3363364,23.37247,26.85044,30.4305,60.13,94.8,55.890608132,5.6302287776,16.3,103663.0,22522.0,26.985964405,12.045810036,154.54013867,81.128150026,9.6,,11.873031258,45.8,859.0,444.7,30.602509406,4.8455481526,9.9,92.3,18.7,10.784707285,23.821730597,9.6378018318,30.4305,56201.0,39.86762702,5.7,55865.0,24.686297324,15.734359617,5.5007607626,0.5387988902,0.7267519914,0.0179002954,5.6439631254,86.737671172,0.8074486169,50.604134968,51.547542784
48201.0,Texas,Harris,2017,52,6510.0,19.272177125,8.7458011334,14.093660843,27.2,6.6,21.5,96.535334868,17.203733087,38.100320171,571.5,48.987418893,23.864561003,57.932570000000005,64.52142,98.08225,53.38,87.0,57.824053548,4.63511632,25.3,115278.0,22698.0,35.782775461,5.4082411508,713.7067992,51.441679622,12.0,,21.321953447,44.6,41203.0,332.4,55.157301651,6.0494173109,8.5,640.5,17.5,9.6949208903,10.358733483,12.306697931,65.02825,56670.0,64.235823693,8.8,4538028.0,26.981168913,9.4467685083,18.509273191,1.1106806745,7.2067867364,0.1296378074,41.977682817,30.969663475,11.816078186,50.255397278,1.2132803285
48203.0,Texas,Harrison,2017,166,9321.9,17.121700022,8.8717612332,17.002653609,33.3,6.0,29.3,55.613962914,16.786507395,34.375,435.1,51.992409867,20.156063294,25.24652,22.47326,20.97504,56.19,92.9,54.931781199,5.3016045169,26.9,93247.0,18907.0,33.831865879,11.880717595,343.87929296,77.977019187,10.1,,12.812299808,26.5,1007.0,442.5,63.435863392,7.6472502441,11.9,183.7,20.7,10.94701644,24.48821773,12.504345811,44.94651,46593.0,56.735185603,7.7,66746.0,25.334851527,15.472088215,21.325622509,1.1970754802,0.7700836005,0.1123662841,12.709375843,63.539388128,2.7810058751,51.198573697,56.054303607
48205.0,Texas,Hartley,2017,2,5012.7,13.615507645,5.6737588652,13.320535821,27.3,7.3,23.0,16.26525899,21.534467941,5.0,0.0,41.404140414,22.970141435,0.0,0.0,16.14726,0.0,95.0,39.924670433,2.1133847702,10.1,105404.0,28019.0,10.465116279,18.065363771,298.71822724,42.627143653,6.3,,11.428571429,8.9,40.0,210.2,0.0,0.0,9.6,0.0,14.5,0.0,0.0,18.350668648,0.0,66231.0,58.801696713,0.0,6193.0,21.362829,14.726303891,7.3147101566,0.7104795737,0.7104795737,0.016147263,26.852898434,63.959308897,5.5565142364,38.236718876,57.258330584
48207.0,Texas,Haskell,2017,155,10461.9,18.835314161,5.9782608696,16.164567941,27.3,6.6,24.2,6.4926258688,16.659193913,21.428571429,306.4,48.442906574,22.975658222,52.00208,52.29214,52.29214,66.8,94.1,41.134751773,3.5053929122,30.6,74922.0,17022.0,39.92248062,22.534234703,128.26947744,71.743363739,7.2,,10.103092784,14.7,95.0,441.7,0.0,0.0,10.5,219.5,16.5,0.0,0.0,13.87283237,0.0,36085.0,64.668769716,0.0,5737.0,19.208645634,21.614084016,3.7127418511,1.0981349137,0.7495206554,0.0174307129,26.320376503,67.247690431,10.587395108,46.940909883,47.61824038
48209.0,Texas,Hays,2017,11,4761.5,17.004858932,7.4971474596,14.792908124,23.8,7.2,17.5,94.142208813,21.116062549,30.769230769,703.9,24.806322873,19.593116017,38.37319,31.83749,85.75581000000001,43.43,90.2,68.644481726,3.447485731,14.1,114730.0,22252.0,26.614003591,6.7017970545,248.63375941,47.028115613,9.5,,22.546935884,46.6,1380.0,262.4,32.530904359,4.5859000684,8.7,111.2,14.7,6.2973425215,12.58799089,10.875226199,46.2157,61121.0,47.63494549,2.5,194739.0,23.300417482,10.342047561,3.5822305753,1.2134189864,1.6324413702,0.1925654337,37.578502508,55.490682401,3.8940763203,50.175876429,31.712145226
48211.0,Texas,Hemphill,2017,31,6928.5,17.042906922,6.5075921909,15.410625791,26.8,8.2,25.6,83.687943262,18.415516095,7.6923076923,481.0,71.095571096,22.164240593,95.69378,0.0,23.45216,71.37,89.4,54.90943756,3.172533681,13.1,111190.0,29141.0,29.640947288,21.531100478,311.7256814,87.158628704,6.9,,7.6388888889,16.3,34.0,278.5,0.0,0.0,9.4,0.0,12.1,0.0,49.5382329,18.407596786,23.45216,71177.0,40.0,0.0,4264.0,31.730769231,13.039399625,0.234521576,1.3602251407,0.7270168856,0.0703564728,33.88836773,63.719512195,5.0838574423,49.390243902,26.95035461
48213.0,Texas,Henderson,2017,181,10270.8,18.463396984,6.9670227589,17.336529203,30.2,5.7,30.1,61.871593745,16.650575591,28.571428571,320.3,53.966975433,25.704726191,44.14176,32.6859,40.2288,73.67,96.7,46.51423845,4.9211448598,26.8,82166.0,18796.0,30.932737481,10.972379871,335.90158084,87.499683888,9.7,,15.943491423,38.3,1544.0,500.3,58.461187475,5.0060679612,10.9,106.5,19.5,17.262431056,26.440030931,15.575533616,40.2288,44944.0,63.885350318,3.3,79545.0,21.816581809,21.358979194,6.554780313,0.8510905777,0.6662895217,0.0892576529,12.040983091,78.731535609,2.1616112854,51.197435414,60.110528192
48215.0,Texas,Hidalgo,2017,99,5663.7,32.347824589,7.8684826928,14.345056723,34.4,5.7,23.8,60.59238302,12.816636847,27.878787879,457.0,71.786736761,33.777975174,45.6037,25.05034,46.301570000000005,63.08,86.5,45.91831077,7.9301756163,42.9,76035.0,13527.0,33.604658308,3.7782481202,311.88934878,29.142091513,8.9,,27.90435941,22.3,6038.0,286.9,47.680278144,4.9063067561,9.7,174.5,11.8,3.2538313865,10.629274372,13.54226437,57.34272,35441.0,83.02070426,3.6,842304.0,33.384977395,10.694001216,0.458148127,0.5184588937,1.142936517,0.0419088595,91.27322202,7.0070900767,21.171072578,51.215713092,5.1386929524
