FIPS,State,County,Yrs_Potential_Life_Lost_per100K(YPLL),%_Fair/Poor_Health,Avg_Days_Poor_Physical_Health_per_Month,Avg_Days_Mentally_Unhealthy_per_Month,Low_BirthWt_Unreliable,%_Low_Birthweight_Births,%_Adult_Smokers,%_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",%_Adults_Physical_Inactivity,%_Access_to_Excercise_Opportunities,%_Adults_Excessive_Drinking,#_Alcohol-Impaired_Motor_Vehicle_Deaths,#_Motor_Vehicle_Deaths_x,%_Driving_Deaths_with_Alcohol_Involvement,#_Chlamydia_Cases,Chlamydia_Cases_per_100K,Teen_Birth_Rate,#_Ppl_Under65_w/o_Insurance,%_Ppl_Under65_w/o_Insurance,#_Primary_Care_Physicians(PCP)_in_Pt_Care,PCP_per_100K,Population_to_PCP_ratio,#_Dentists,Dentists_per_100K,Population_to_Dentists_ratio,#_Mental_Health_Providers(MHP),MHP_per_100K,Population_to_MHP_ratio,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),%_Female_Medicare_Enrollees(65-74)_with_Annual_Mammogram,#_Students_Expected_to_Graduate,Graduation_Rate,#_Adults(25-44)_with_Some_Post-secondary_Ed,Adults(25-44),%_Adults(25-44)_with_Some_Post-secondary_Ed,#_Ppl(16+)_Unemployed_&_Looking_for_Work,Size_of_Labor_Force,%_Ppl(16+)_Unemployed_&_Looking_for_Work,%_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Ratio_of_Household_Income_80th_to_20th,#_Children_Living_in_Single_Parent_Household,#_Children_in_Households,%_Children_Living_in_Single_Parent_Household,#_Associations,Associations_per_10K,Annual_Avg_Violent_Crimes,Violent_Crimes_per_100K,#_Injury_Deaths,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",%_Households_with_High_Housing_Costs,%_Households_with_Overcrowding,%_Households_Lacking_Kitchen_or_Plumbing_Facilities,%_Workers_Who_Drive_Alone_to_Work,"#_Workers_who_Commute(car,truck,van)_Alone",%_Lone_Commuters_who_Commute_More_Than_30Min,Premature(under75)_Age_Adjusted_Mortality_#_Deaths,Premature age-adjusted mortality_Age-Adjusted Mortality,Child(under18)_Mortality_#_Deaths,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_#_Deaths,Infant(within1yr)_Mortality_per_1K_live_births,%_Adults(20+)_Diagnosed_Diabetes,#_HIV_Cases,#_Ppl(Age13+)_diagnosed_HIV_per_100K,#_Ppl_Food_Insecure,%_Pop_w/o_Adequate_Access_to_Food,#_Ppl_Low_Income_or_Do_Not_Live_Near_Grocery_Store,%_Pop_with_Limited_Access_to_Food,#_Drug_Overdose_Deaths,Drug_Overdose_Deaths_per_100K,#_Motor_Vehicle_Deaths_y,Motor_Vehicle_Deaths_per_100K,#_Adults(under65)_w/o_Health_Insurance,%_Adults(under65)_w/o_Health_Insurance,#_Children(under19)_w/o_Health_Insurance,%_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Pop_to_Other_Primary_Care_Providers(non_physician),Median_Household_Income,%_Children_Enrolled_in_Free/Reduced_Lunch,#_Deaths_due_to_Homicide_per_100K,Resident_Population,Demographics_% < 18,%_Age_65_and_over,Demographics_# African American,Demographics_% African American,Demographics_# American Indian/Alaskan Native,Demographics_% American Indian/Alaskan Native,#_Asian,%_Asian,#_Native_Hawaiian/Other_Pacific_Islander,%_Native_Hawaiian/Other_Pacific_Islander,#_Hispanic,%_Hispanic,#_Non-Hispanic_White,%_Non-Hispanic_White,#_Not_Proficient_in_English,%_Not_Proficient_in_English,%_Female,#_Pop_Living_in_Rural_Area,%_Rural,Year
48145,Texas,Falls,7710.2535218,22.067156082,4.234660305,4.0222636668,0,9.1530054645,18.321909899,32.2,6.4,28.0,44.688234636,16.135391302,8,29,27.586206897,90.0,525.0,58.716707022,2429,19.672795011,2.0,11.578759999999999,8637:1,4.0,22.93973,4359:1,2.0,11.46986,8719:1,8983.0,34.0,0.0,87.3,1839,4503,40.839440373,280,6669,4.1985305143,32.9,75093,13157,5.707456107,1295,3708,34.924487594,24,13.894517455,24.5,161.95670137,54.0,62.547779554,10.0,Yes,14.391143911,10.581613508,3.5977859779,1.6605166052,78.006273963,4476,47.1,273.0,435.5,0.0,0.0,0.0,0.0,12.1,54.0,372.2,3590,20.8,1164.9972042,6.5207500514,0.0,0.0,21.0,17.228931478,2037,23.26404751,431,11.369031918,34.40959,2906:1,35988,80.596330275,0.0,17437,21.505993003,17.738143029,4067,23.323966279,191,1.0953719103,93,0.5333486265,36,0.2064575328,4069,23.335436142,8922,51.167058554,459,2.8253108457,52.411538682,12034,67.356990932,2019
48147,Texas,Fannin,10910.680562,17.023404747,3.6937495422,3.7245399746,0,7.0101351351,16.208623238,30.6,6.3,26.0,39.301194162,18.71727708,11,48,22.916666667,81.0,240.4,35.758133824,5286,21.106851941,7.0,20.56948,4862:1,8.0,23.22476,4306:1,38.0,110.3176,906:1,6285.0,35.0,358.0,96.7,4225,8142,51.891427168,530,15937,3.3255945285,18.0,94810,20739,4.5715801148,1982,7087,27.966699591,47,13.810937087,45.0,144.69220752,155.0,91.401749017,10.0,No,15.114822547,10.966652596,2.8392484342,1.7954070981,81.684258486,10757,44.3,681.0,530.0,30.0,105.24838619,0.0,0.0,10.7,66.0,230.0,6050,17.9,4566.9236154,13.465792762,10.0,9.7876088871,79.0,33.281375068,4446,24.650698603,926,12.544026009,40.64333,2460:1,50598,57.778595072,4.2,34446,21.221622249,18.678511293,2250,6.5319630726,453,1.3151018986,258,0.7489984323,27,0.0783835569,3806,11.049178424,27203,78.972885096,701,2.1860479621,47.079486733,23920,70.529264337,2019
48149,Texas,Fayette,6732.7823426,16.106926528,3.4557214043,3.4825716013,0,6.2203791469,13.424476057,27.3,7.5,23.0,56.939806142,17.206530782,18,60,30.0,97.0,386.3,26.630115528,3651,19.282771733,9.0,35.78671,2794:1,13.0,51.440329999999996,1944:1,5.0,19.78474,5054:1,3372.0,35.0,255.0,94.0,2266,4875,46.482051282,399,12623,3.1608967757,16.7,104521,23894,4.3743617645,1006,5150,19.533980583,51,20.279136347,65.5,260.83147499,92.0,73.491232975,9.6,Yes,11.506276151,9.6905016009,1.2029288703,1.3075313808,85.335427026,9782,23.8,344.0,326.4,11.0,52.920234773,0.0,0.0,12.5,22.0,103.1,3570,14.3,1864.6013629,7.5938802758,0.0,0.0,51.0,29.207614597,3027,22.032171191,690,12.568306011,39.56948,2527:1,56320,51.139896373,0.0,25272,20.394112061,24.750712251,1521,6.0185185185,305,1.2068692624,112,0.443178221,16,0.0633111744,5381,21.292339348,17951,71.031180753,538,2.2665992585,50.898227287,16485,67.137737232,2019
48151,Texas,Fisher,6219.4232231,18.090961677,3.7028491297,3.5870721395,0,9.963099631,14.405721397,28.3,7.7,24.5,1.3085052843,17.000955085,5,13,38.461538462,17.0,444.2,43.624161074,524,17.732656514,1.0,25.94707,3854:1,1.0,25.7732,3880:1,0.0,0.0,0,3358.0,32.0,0.0,97.6,575,876,65.639269406,61,1722,3.5423925668,21.0,86880,21814,3.982763363,150,805,18.633540373,10,25.947067981,12.0,313.6434919,21.0,109.10224439,7.6,No,9.6096096096,4.4036697248,3.9039039039,1.8018018018,81.279342723,1385,30.6,49.0,322.7,0.0,0.0,0.0,0.0,11.7,0.0,0.0,590,15.3,123.37720662,3.1046101313,0.0,0.0,11.0,40.731689254,431,19.916820702,104,12.351543943,103.09277999999999,970:1,47292,54.074074074,0.0,3880,20.721649485,24.12371134,133,3.4278350515,44,1.1340206186,21,0.5412371134,7,0.1804123711,1100,28.350515464,2567,66.159793814,118,3.2426490794,50.051546392,3974,100.0,2019
48153,Texas,Floyd,5670.2034771,26.665047213,4.4461623076,3.9894048599,0,8.7591240876,16.673529423,28.6,8.4,23.8,82.842072603,15.42264551,1,7,14.285714286,20.0,338.9,52.835051546,1087,22.788259958,4.0,67.60183,1479:1,1.0,17.07942,5855:1,1.0,17.07942,5855:1,6025.0,35.0,0.0,95.5,723,1380,52.391304348,148,2694,5.4936896808,34.0,88871,19549,4.5460637373,489,1616,30.25990099,15,25.350684468,24.0,467.65393609,21.0,70.347045424,7.3,No,15.527950311,9.6194061062,5.5072463768,1.4078674948,81.022203603,1934,21.0,64.0,322.4,0.0,0.0,0.0,0.0,10.9,5.0,104.4,730,12.0,108.88261072,1.6891500267,0.0,0.0,0.0,0.0,902,28.055987558,204,12.348668281,34.15884,2928:1,41390,76.076555024,0.0,5855,26.883005978,18.479931682,190,3.245089667,83,1.4175918019,28,0.4782237404,1,0.0170794193,3457,59.043552519,2122,36.242527754,248,4.4516244839,49.376601196,3437,53.319888303,2019
48155,Texas,Foard,0.0,15.076786076,3.3751996906,3.4673566056,0,0.0,13.313609174,28.7,4.1,25.1,41.392215569,17.242759256,0,5,0.0,0.0,0.0,0.0,212,24.090909091,0.0,0.0,1183:0,0.0,0.0,1222:0,0.0,0.0,0,8165.0,19.0,0.0,100.0,171,270,63.333333333,20,595,3.3613445378,30.7,88773,22094,4.0179686793,96,281,34.163701068,4,33.812341505,0.0,0.0,10.0,161.89088554,7.5,Yes,3.7623762376,3.5643564356,0.7920792079,0.7920792079,84.327086882,495,27.0,23.0,543.8,0.0,0.0,0.0,0.0,12.4,0.0,0.0,180,13.4,611.49065388,45.770258524,0.0,0.0,0.0,0.0,176,26.829268293,39,16.317991632,81.83306,1222:1,35007,72.68722467,0.0,1222,20.703764321,26.759410802,58,4.7463175123,8,0.6546644845,13,1.0638297872,0,0.0,217,17.757774141,921,75.368248773,42,3.0769230769,51.800327332,1336,100.0,2019
48157,Texas,Fort Bend,4382.160739,14.092253959,2.8576005517,2.9829549322,0,8.7868426884,12.325288184,29.1,7.4,22.0,91.697117233,18.27764453,58,203,28.571428571,2754.0,384.6,13.347158616,79016,11.98523233,627.0,84.58833,1182:1,409.0,53.476079999999996,1870:1,487.0,63.67445,1570:1,4759.0,36.0,13354.0,92.9,151015,197287,76.545844379,17129,369788,4.6321135353,10.2,173951,41973,4.1443547042,42201,198114,21.301371937,370,4.9916558402,1737.5,245.5656844,1204.0,33.821535779,11.7,No,13.933750424,10.857366886,3.2664047723,0.5310635821,81.995129442,273398,58.1,4945.0,216.9,269.0,33.350731918,260.0,4.1598668843,9.3,1345.0,234.8,100920,14.8,41295.31313,7.0545057664,125.0,5.6251777556,344.0,7.1754745617,66266,14.623123451,14425,6.6756446567,58.83676,1700:1,91661,32.540302945,3.4,764828,27.702699169,10.630363951,154470,20.19669782,4612,0.603011396,155715,20.359479517,718,0.0938773162,187319,24.49165041,254034,33.214526665,36627,5.5364258031,50.859278165,32405,5.5357676703,2019
48159,Texas,Franklin,10057.781084,17.198569301,3.728876214,3.763407111,0,7.5697211155,15.956015266,30.8,7.2,28.8,7.5153229609,17.370815627,5,20,25.0,56.0,525.8,31.028368794,1477,17.703463982,3.0,28.283209999999997,3536:1,3.0,27.86291,3589:1,4.0,37.15055,2692:1,4018.0,32.0,110.0,98.9,1251,2255,55.476718404,208,4533,4.5885726892,24.2,92815,17742,5.2313718859,678,2582,26.258714175,15,14.141604601,27.0,252.57249766,39.0,73.191329642,9.9,No,12.79342723,9.0238095238,2.4647887324,1.5258215962,82.5,3432,32.9,169.0,436.4,0.0,0.0,0.0,0.0,11.7,15.0,172.1,1900,18.0,259.25557631,2.4446541849,0.0,0.0,19.0,25.511574198,1190,20.499569337,310,11.636636637,27.86291,3589:1,44358,60.630407911,0.0,10767,24.04569518,21.315129563,394,3.6593294325,118,1.0959413021,99,0.9194761772,4,0.0371505526,1565,14.53515371,8490,78.852047924,264,2.6328911938,50.413299898,7331,69.12776992,2019
48161,Texas,Freestone,7416.3061085,17.231509819,3.6727060172,3.6387163144,0,8.6785009862,16.304338877,29.9,6.6,29.0,27.240613646,18.000298424,9,46,19.565217391,62.0,314.9,41.210887815,2926,20.327914409,6.0,30.57481,3271:1,6.0,30.573249999999998,3271:1,3.0,15.28662,6542:1,4076.0,34.0,259.0,94.0,2401,4907,48.930099857,425,6738,6.3075096468,21.4,101028,18985,5.3214643139,1533,4477,34.241679696,25,12.73950265,30.5,154.98361239,66.0,67.108634644,10.0,No,12.288993923,8.657123381,2.7008777853,1.1478730587,82.90423648,6086,27.5,294.0,390.9,0.0,0.0,0.0,0.0,12.0,61.0,370.7,3890,19.9,1163.6159525,5.8721031112,0.0,0.0,28.0,20.356678081,2411,24.277514852,556,11.918542337,35.66879,2804:1,47616,53.236842105,0.0,19625,22.991082803,19.617834395,3060,15.592356688,264,1.3452229299,132,0.672611465,5,0.025477707,3022,15.398726115,13142,66.965605096,564,3.0496377203,48.163057325,13173,66.476584578,2019
48163,Texas,Frio,7125.8291061,29.273395985,4.3760984772,3.6440609096,0,10.769230769,17.047330364,28.4,8.8,21.9,16.669570773,17.713204895,6,23,26.086956522,101.0,537.4,67.577639752,2674,20.052493438,3.0,15.82612,6319:1,5.0,25.5102,3920:1,6.0,30.61224,3267:1,4771.0,26.0,204.0,84.6,1859,5362,34.669899291,358,9300,3.8494623656,34.7,82027,14510,5.6531357684,1597,4376,36.494515539,14,7.3855243722,44.5,237.49166111,48.0,51.093725052,8.7,No,21.689259645,11.73959445,11.88738269,1.0427528676,84.597121235,5701,16.7,219.0,413.1,0.0,0.0,0.0,0.0,8.3,88.0,565.7,1530,8.2,864.7124659,5.0224340239,0.0,0.0,24.0,18.597875193,2244,25.494205862,468,9.7744360902,61.22449,1633:1,37853,79.197530864,0.0,19600,23.637755102,12.132653061,589,3.0051020408,200,1.0204081633,491,2.5051020408,6,0.0306122449,15522,79.193877551,2892,14.755102041,1986,11.104277327,40.734693878,3819,22.181564733,2019
48165,Texas,Gaines,6769.8681449,18.478563592,3.6057630015,3.4660645302,0,5.4139015019,15.565200697,30.6,8.7,26.4,36.003651717,20.836534776,7,34,20.588235294,38.0,189.5,52.408681842,5733,30.877363063,5.0,24.41645,4096:1,2.0,9.69086,10319:1,2.0,9.69086,10319:1,5452.0,21.0,227.0,92.6,1744,5100,34.196078431,280,9239,3.0306310207,22.0,103662,25129,4.125193999,1786,7093,25.179754688,28,13.673210274,14.5,72.607095466,78.0,78.381718971,7.4,Yes,11.932324132,4.6237533998,6.589492431,1.6028495102,74.919334823,6037,19.9,186.0,364.5,16.0,55.867872482,0.0,0.0,8.4,10.0,67.0,2040,10.4,198.55644814,1.1329250721,0.0,0.0,47.0,34.576874692,4162,36.705176823,1661,21.985440106,19.38172,5160:1,52138,56.620357244,0.0,20638,35.987014246,8.6054850276,335,1.6232193042,218,1.0563039054,87,0.421552476,17,0.0823723229,8651,41.917821494,11356,55.024711697,1838,10.313674878,49.685047001,11049,63.043478261,2019
48167,Texas,Galveston,7940.0815088,17.727261624,3.7364216536,3.5255146778,0,8.5878065178,15.047723839,31.6,6.9,23.5,87.326172552,18.784942371,62,187,33.155080214,1560.0,484.1,29.434708718,43977,15.668802064,236.0,71.63866999999999,1396:1,146.0,43.57741,2295:1,333.0,99.3923,1006:1,6729.0,35.0,5899.0,91.7,55079,84453,65.218523913,8412,161703,5.2021298306,16.9,139098,25161,5.5283176344,24142,78244,30.854762026,243,7.3763549878,926.5,289.42407265,1041.0,64.752014092,10.3,Yes,15.755499934,13.08944903,2.9113423791,0.7860185307,80.939555106,118400,40.9,4488.0,402.1,149.0,46.617858707,142.0,4.9350107736,10.7,902.0,340.5,53350,17.0,22766.397891,7.8152058094,159.0,16.114451115,301.0,13.657588378,37394,18.670954019,7268,8.6014888103,82.37921,1214:1,69674,44.847658756,4.9,335036,24.503336955,13.826573861,42641,12.727289008,2697,0.8049881207,11778,3.5154431166,333,0.0993923041,82332,24.574075622,192078,57.330555522,10730,3.5725582247,50.701118686,17915,6.1498271595,2019
48169,Texas,Garza,6591.9434623,19.956283785,3.6258044099,3.3358646876,0,9.2970521542,15.811006684,27.9,8.8,23.4,13.171335707,21.57385078,0,12,0.0,25.0,389.7,52.98013245,797,22.29994404,1.0,15.52313,6442:1,2.0,30.63725,3264:1,0.0,0.0,0,5448.0,24.0,0.0,71.1,684,2506,27.294493216,70,2117,3.3065658951,26.5,93919,28958,3.2432833759,400,1131,35.366931919,8,12.41850357,7.5,117.97090051,18.0,56.010206304,7.1,No,8.1699346405,5.1973684211,2.8758169935,0.0,71.470588235,1701,19.9,79.0,430.3,0.0,0.0,0.0,0.0,8.4,39.0,698.0,630,9.5,117.97629655,1.8259758017,0.0,0.0,0.0,0.0,678,26.894089647,132,11.81736795,15.31863,6528:1,46587,72.894482091,0.0,6528,17.12622549,11.151960784,414,6.3419117647,57,0.8731617647,31,0.474877451,6,0.0919117647,3396,52.022058824,2619,40.119485294,1448,22.449612403,34.451593137,1443,22.334004024,2019
48171,Texas,Gillespie,6522.1249834,15.9070735,3.4648657179,3.5313536739,0,7.7758719268,13.189863565,27.1,7.9,24.9,73.00801224,16.36415611,5,33,15.151515152,125.0,481.5,32.512116317,4392,23.62687611,30.0,113.11791,884:1,19.0,71.30526,1402:1,23.0,86.3169,1159:1,1861.0,45.0,291.0,94.9,2492,4511,55.242739969,340,13193,2.5771242325,17.6,110951,23971,4.628551166,1515,5134,29.509154655,44,16.590626296,13.0,50.219226238,95.0,73.072988378,8.4,Yes,17.966903073,14.162679426,3.829787234,1.7966903073,72.54952627,8423,21.7,355.0,308.1,0.0,0.0,0.0,0.0,13.8,16.0,71.2,3300,12.8,1367.6014306,5.5063068432,0.0,0.0,34.0,18.860179505,3444,25.628813812,1012,18.706099815,56.29363,1776:1,58412,48.657805577,0.0,26646,20.205659386,29.235157247,102,0.3827966674,305,1.1446370937,115,0.431584478,38,0.1426105232,6270,23.530736321,19871,74.574044885,1021,4.139133255,51.583727389,13326,53.653822925,2019
48173,Texas,Glasscock,0.0,16.505720531,3.3220876403,3.2846655374,0,0.0,13.890279868,28.4,6.9,23.1,0.0,20.666829451,4,19,21.052631579,0.0,0.0,0.0,232,20.209059233,0.0,0.0,1314:0,0.0,0.0,1348:0,0.0,0.0,0,0.0,48.0,0.0,100.0,175,356,49.157303371,18,689,2.6124818578,11.5,158750,22422,7.0800999019,47,346,13.583815029,1,7.6103500761,0.0,0.0,0.0,0.0,7.2,No,6.976744186,4.2253521127,3.2558139535,0.0,77.744360902,517,44.3,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,120,9.8,276.36623326,22.542107117,0.0,0.0,0.0,0.0,176,21.728395062,63,17.213114754,0.0,1348:0,78088,34.090909091,0.0,1348,25.148367953,15.504451039,21,1.5578635015,5,0.3709198813,1,0.0741839763,2,0.1483679525,501,37.166172107,815,60.459940653,203,14.882697947,45.326409496,1226,100.0,2019
48175,Texas,Goliad,9044.5755657,18.451150672,3.6517539058,3.5679997423,0,7.3170731707,14.335044435,30.5,7.4,25.4,58.418862691,17.075321081,2,15,13.333333333,58.0,770.2,28.53745541,835,14.236999147,0.0,0.0,0,3.0,39.67204,2521:1,2.0,26.44803,3781:1,6859.0,33.0,106.0,99.0,828,1349,61.37879911,160,3244,4.9321824908,24.7,112105,20673,5.4227736661,591,1617,36.549165121,10,13.30317946,16.0,211.16536888,32.0,85.052094408,9.3,No,10.416666667,5.6617126681,4.1666666667,1.2152777778,76.005453306,2230,57.3,130.0,425.7,0.0,0.0,0.0,0.0,12.0,7.0,109.3,1030,13.8,695.40592955,9.6450198273,0.0,0.0,14.0,26.81067831,676,15.868544601,178,10.421545667,13.22401,7562:1,52403,54.824233358,0.0,7562,21.33033589,22.031208675,303,4.0068764877,78,1.0314731552,35,0.4628405184,2,0.0264480296,2755,36.432160804,4370,57.788944724,64,0.8971124194,50.224808252,7210,100.0,2019
48177,Texas,Gonzales,8192.8040098,22.142923673,3.9729549035,3.7061414049,0,8.638996139,15.441164464,29.4,7.5,27.0,39.17301964,17.091421281,10,64,15.625,42.0,204.2,57.030909882,4298,24.885646459,8.0,38.32152,2610:1,8.0,38.29034,2612:1,7.0,33.50404,2985:1,4342.0,28.0,292.0,84.5,1748,4659,37.518780854,326,9361,3.4825339173,26.2,93613,19946,4.6933219693,1913,5522,34.643245201,28,13.412531136,134.5,652.04217671,84.0,81.461654835,9.7,No,20.0,10.465116279,10.27027027,0.7722007722,77.267080745,6842,26.8,289.0,408.0,12.0,53.869635482,0.0,0.0,11.4,17.0,102.7,2480,12.2,2213.5875487,11.17578406,0.0,0.0,43.0,30.05626813,3616,30.953603835,743,12.69434478,52.64921,1899:1,45052,73.508853681,0.0,20893,27.162207438,16.297324463,1260,6.030727995,379,1.8140046906,109,0.5217058345,25,0.1196573015,10652,50.983583018,8644,41.372708563,1763,9.247311828,49.533336524,12930,65.279951532,2019
48179,Texas,Gray,9702.5120314,18.923390843,3.7486752756,3.6606435956,0,7.0702607159,16.599757881,31.9,7.2,24.3,92.367428445,18.990096983,6,24,25.0,84.0,361.9,64.910432034,3881,22.392107085,9.0,39.60396,2525:1,9.0,40.1714,2489:1,5.0,22.31744,4481:1,6583.0,31.0,260.0,94.7,2874,6238,46.072459122,434,8216,5.282375852,24.0,96254,20661,4.6587290063,1654,5806,28.487771271,38,16.721672167,116.0,497.27783255,94.0,82.149161904,7.1,No,14.363636364,10.323762981,2.4727272727,2.1212121212,85.677419355,7968,20.7,377.0,511.1,13.0,55.648302727,0.0,0.0,10.6,22.0,116.4,3780,16.4,1517.5783525,6.7343170734,0.0,0.0,31.0,19.355765208,3164,27.313535912,769,12.840207046,53.561859999999996,1867:1,46599,60.659340659,0.0,22404,25.531155151,15.867702196,1074,4.7937868238,348,1.5532940546,151,0.6739867881,1,0.0044634887,6477,28.910016069,14169,63.243170862,993,4.6632854325,46.612212105,4369,19.387619259,2019
48181,Texas,Grayson,8678.1627781,16.495469087,3.6225252895,3.6353554557,0,7.6565694109,16.419926382,30.6,6.8,26.7,71.935107589,18.474128328,36,118,30.508474576,498.0,396.9,41.640200438,20325,19.442876685,64.0,49.90837,2004:1,82.0,62.5286,1599:1,142.0,108.28123,924:1,5987.0,33.0,1429.0,94.2,17391,29622,58.709742759,2163,62020,3.4875846501,19.2,100093,21621,4.6294343462,10085,29752,33.896880882,153,11.931220026,336.0,272.67968658,435.0,68.967813435,10.2,Yes,15.09054326,11.472070333,3.27226517,1.048395637,77.961708289,43611,31.0,2035.0,434.7,71.0,58.681565723,66.0,6.1139416396,10.7,174.0,167.2,22220,17.9,9536.6595516,7.8895567822,32.0,8.3151007426,162.0,18.533709041,16883,22.748463943,3764,11.826436673,70.15402999999999,1425:1,54431,54.028436019,4.0,131140,23.803568705,17.48818057,7753,5.9120024401,2372,1.8087540034,1823,1.3901174318,109,0.0831172792,17572,13.399420467,99160,75.613847796,3071,2.5987983414,51.156779015,52159,43.150475277,2019
48183,Texas,Gregg,10077.253058,18.181503403,3.7784746244,3.8486691172,0,7.863340564,16.23460919,31.4,5.9,26.6,80.62597552,19.01407578,33,122,27.049180328,1041.0,838.8,55.497570632,19949,19.472507736,101.0,81.61946,1225:1,112.0,90.78603,1101:1,166.0,134.55786,743:1,4528.0,39.0,1652.0,93.8,17640,31713,55.623876644,2954,57632,5.125624653,23.6,96958,20826,4.6556227792,12332,31704,38.897300025,172,13.899551497,564.0,454.1739309,445.0,72.070846452,10.2,Yes,17.821131083,14.247270321,3.2770714599,1.1727312582,85.298978917,46447,21.3,1923.0,488.3,91.0,71.153229653,104.0,7.7879287105,10.9,456.0,455.6,26270,21.3,12592.242007,10.344403193,26.0,7.0039329777,180.0,20.852955385,16949,23.914270395,3334,10.078292676,118.34607,845:1,47208,60.020001905,10.0,123367,25.86185933,15.189637423,24934,20.211239635,1228,0.9954039573,1780,1.4428493844,134,0.1086189986,23382,18.953204666,70752,57.35083126,4853,4.2585864968,51.324098016,16266,13.36235932,2019
48185,Texas,Grimes,9495.5909077,19.93042711,3.9984732837,3.7726782472,0,9.5773381295,17.059185955,30.8,5.8,29.5,39.715832206,17.652564792,16,50,32.0,121.0,439.8,37.742442775,4279,21.048748094,6.0,21.68335,4612:1,6.0,21.366,4680:1,4.0,14.244,7021:1,4501.0,35.0,286.0,92.8,2890,6694,43.172990738,572,10842,5.2757793765,25.7,95089,18824,5.0514768381,2482,6113,40.601995747,21,7.5891727802,107.5,392.79450453,102.0,74.292040555,10.2,Yes,17.157134925,10.790221717,5.2193225986,1.6657412549,77.488335925,7972,36.5,481.0,462.8,15.0,60.881565062,0.0,0.0,12.2,92.0,400.3,5210,19.2,4312.5535037,16.210169537,0.0,0.0,48.0,25.13536441,3560,24.975445489,785,12.292514876,39.171,2553:1,48023,65.149171271,5.8,28082,22.626593547,16.832846663,4297,15.301616694,269,0.9579089808,115,0.4095149918,25,0.0890249982,6840,24.357239513,16364,58.272202835,915,3.5343195952,45.441920091,18331,68.903172455,2019
48187,Texas,Guadalupe,6346.0074591,16.548741144,3.4381277304,3.4479265886,0,8.2807187955,14.224936899,32.1,7.7,23.0,72.105099101,21.379832069,28,93,30.107526882,312.0,206.3,26.446324144,19985,15.039772428,56.0,36.067370000000004,2773:1,55.0,34.44842,2903:1,44.0,27.558729999999997,3629:1,3954.0,36.0,2005.0,94.2,24331,39986,60.848797079,2564,77510,3.3079602632,12.0,120236,31022,3.8758300561,11585,39094,29.633703382,93,5.9897594435,295.0,195.42377148,375.0,49.563445175,10.4,Yes,12.699223539,8.796200702,3.5145075603,1.042092358,84.961238101,59619,40.8,1597.0,318.4,69.0,43.560331059,64.0,5.1729712253,11.1,144.0,116.4,16890,11.5,13606.891539,10.344849991,36.0,7.7224549684,148.0,14.338250966,16517,17.740757449,3857,9.2017368069,26.306060000000002,3801:1,66886,41.354993539,3.2,159659,25.595174716,13.348448882,12006,7.5197765237,1556,0.9745770674,3041,1.9046843585,331,0.207316844,60682,38.007252958,80481,50.408057172,3889,2.7558497144,50.500754734,34412,26.16225586,2019
48189,Texas,Hale,7921.925641,25.832052084,4.2344687919,3.7117143268,0,9.6953719977,16.707418179,31.3,7.6,25.9,74.063352907,17.372936601,7,20,35.0,184.0,535.5,55.451644845,6218,22.989610678,10.0,29.186,3426:1,9.0,26.36667,3793:1,40.0,117.18521,853:1,4602.0,34.0,530.0,88.5,4015,8694,46.181274442,637,12418,5.1296505073,27.7,82601,19559,4.2231709188,3375,9414,35.850860421,51,14.884861221,75.0,221.58864284,102.0,58.877517447,7.6,No,15.067303517,9.2772667543,6.0790273556,1.1289622232,82.250453721,11330,18.5,410.0,408.0,16.0,42.094185741,20.0,5.46149645,9.0,21.0,76.8,4440,12.7,3420.3216732,9.4293873492,10.0,9.7316971107,38.0,15.439372024,5211,29.321404456,1122,11.484135107,58.59261,1707:1,43570,71.556642217,0.0,34134,27.518017226,13.127673288,1651,4.8368195934,592,1.7343411261,217,0.6357297709,40,0.1171852112,20278,59.407042831,11588,33.948555692,1964,6.1392266575,48.110388469,8379,23.099826317,2019
