FIPS,State,County,Yrs_Potential_Life_Lost_per100K(YPLL),%_Fair/Poor_Health,Avg_Days_Poor_Physical_Health_per_Month,Avg_Days_Mentally_Unhealthy_per_Month,Low_BirthWt_Unreliable,%_Low_Birthweight_Births,%_Adult_Smokers,%_Adult_Obesity,"Healthy_Food_Access(0=Worst,10=Best)",%_Adults_Physical_Inactivity,%_Access_to_Excercise_Opportunities,%_Adults_Excessive_Drinking,#_Alcohol-Impaired_Motor_Vehicle_Deaths,#_Motor_Vehicle_Deaths_x,%_Driving_Deaths_with_Alcohol_Involvement,#_Chlamydia_Cases,Chlamydia_Cases_per_100K,Teen_Birth_Rate,#_Ppl_Under65_w/o_Insurance,%_Ppl_Under65_w/o_Insurance,#_Primary_Care_Physicians(PCP)_in_Pt_Care,PCP_per_100K,Population_to_PCP_ratio,#_Dentists,Dentists_per_100K,Population_to_Dentists_ratio,#_Mental_Health_Providers(MHP),MHP_per_100K,Population_to_MHP_ratio,Preventable_Hospitalization_Rate(per100K_Medicare_Enrollees),%_Female_Medicare_Enrollees(65-74)_with_Annual_Mammogram,#_Students_Expected_to_Graduate,Graduation_Rate,#_Adults(25-44)_with_Some_Post-secondary_Ed,Adults(25-44),%_Adults(25-44)_with_Some_Post-secondary_Ed,#_Ppl(16+)_Unemployed_&_Looking_for_Work,Size_of_Labor_Force,%_Ppl(16+)_Unemployed_&_Looking_for_Work,%_Children(under18)_Living_in_Poverty,80th_Percentile_MHI,20th_Percentile_MHI,Ratio_of_Household_Income_80th_to_20th,#_Children_Living_in_Single_Parent_Household,#_Children_in_Households,%_Children_Living_in_Single_Parent_Household,#_Associations,Associations_per_10K,Annual_Avg_Violent_Crimes,Violent_Crimes_per_100K,#_Injury_Deaths,Injury_Death_Rate_per_100K,Avg_Daily_Particulate_Matter_in_Micrograms_per_Cubic_Meter,"County_Affected_by_Water_Violation(1=Yes,0=No)","%_Households_with_One_or_More Problems(overcrowding,high-housing-cost,lack-kitchen,lack-plumbing-facilities)",%_Households_with_High_Housing_Costs,%_Households_with_Overcrowding,%_Households_Lacking_Kitchen_or_Plumbing_Facilities,%_Workers_Who_Drive_Alone_to_Work,"#_Workers_who_Commute(car,truck,van)_Alone",%_Lone_Commuters_who_Commute_More_Than_30Min,Premature(under75)_Age_Adjusted_Mortality_#_Deaths,Premature age-adjusted mortality_Age-Adjusted Mortality,Child(under18)_Mortality_#_Deaths,Child(under18)_Mortality_per_100K,Infant(within1yr)_Mortality_#_Deaths,Infant(within1yr)_Mortality_per_1K_live_births,%_Adults(20+)_Diagnosed_Diabetes,#_HIV_Cases,#_Ppl(Age13+)_diagnosed_HIV_per_100K,#_Ppl_Food_Insecure,%_Pop_w/o_Adequate_Access_to_Food,#_Ppl_Low_Income_or_Do_Not_Live_Near_Grocery_Store,%_Pop_with_Limited_Access_to_Food,#_Drug_Overdose_Deaths,Drug_Overdose_Deaths_per_100K,#_Motor_Vehicle_Deaths_y,Motor_Vehicle_Deaths_per_100K,#_Adults(under65)_w/o_Health_Insurance,%_Adults(under65)_w/o_Health_Insurance,#_Children(under19)_w/o_Health_Insurance,%_Children(under19)_w/o_Health_Insurance,Other_Primary_Care_Providers(non_physician)_per_100K,Pop_to_Other_Primary_Care_Providers(non_physician),Median_Household_Income,%_Children_Enrolled_in_Free/Reduced_Lunch,#_Deaths_due_to_Homicide_per_100K,Resident_Population,Demographics_% < 18,%_Age_65_and_over,Demographics_# African American,Demographics_% African American,Demographics_# American Indian/Alaskan Native,Demographics_% American Indian/Alaskan Native,#_Asian,%_Asian,#_Native_Hawaiian/Other_Pacific_Islander,%_Native_Hawaiian/Other_Pacific_Islander,#_Hispanic,%_Hispanic,#_Non-Hispanic_White,%_Non-Hispanic_White,#_Not_Proficient_in_English,%_Not_Proficient_in_English,%_Female,#_Pop_Living_in_Rural_Area,%_Rural,Year
48099,Texas,Coryell,7572.9150199,17.533788453,3.7340648261,3.6404420555,0,8.3,16.759389482,34.4,5.7,24.7,63.551228312,20.875088902,15,48,31.25,402.0,532.4,34.048257373,7510,13.375603327,18.0,24.1009,4149:1,22.0,29.3674,3405:1,34.0,45.385979999999996,2203:1,5204.0,37.0,773.0,93.2,15961,25435,62.75211323,1057,24691,4.2809120732,19.0,91770,23812,3.8539391903,5103,18052,28.268335918,51,6.8285890261,174.5,229.36081282,217.0,57.581675759,9.5,Yes,12.230874943,9.7583643123,2.1759047183,0.7558405863,72.789992907,22578,25.2,782.0,392.9,55.0,76.219512195,48.0,7.1142730102,9.5,252.0,408.7,14510,19.2,12895.484873,17.105487442,19.0,8.4406180309,74.0,13.946607111,6424,16.609354397,1268,6.9441401972,44.0511,2270:1,51486,54.300224245,3.4,74913,23.122822474,10.019622762,12113,16.169423198,841,1.1226355906,1606,2.1438201647,666,0.8890312763,13702,18.290550372,43858,58.545245818,1342,1.9065478981,50.314364663,14643,19.423515679,2019
48101,Texas,Cottle,0.0,20.61101263,4.0359060765,3.8936854977,0,0.0,16.233050383,27.8,3.0,26.5,84.186046512,15.191281182,0,1,0.0,10.0,701.3,50.505050505,280,26.26641651,0.0,0.0,1402:0,0.0,0.0,1387:0,0.0,0.0,0,1696.0,29.0,0.0,100.0,130,240,54.166666667,22,517,4.2553191489,39.4,66500,12490,5.3242594075,123,401,30.673316708,2,14.265335235,4.0,280.0140007,0.0,0.0,7.2,Yes,6.2992125984,4.912836767,1.2598425197,0.0,69.496855346,442,18.3,31.0,606.9,0.0,0.0,0.0,0.0,12.4,0.0,0.0,310,19.7,692.71562751,46.027616446,0.0,0.0,0.0,0.0,225,30.040053405,58,17.469879518,0.0,1387:0,36201,71.014492754,0.0,1387,22.566690699,24.7296323,126,9.0843547224,10,0.7209805335,1,0.0720980534,1,0.0720980534,339,24.441240087,902,65.032444124,31,2.3031203566,51.766402307,1505,100.0,2019
48103,Texas,Crane,8219.0934994,18.538824992,3.3930150589,3.2204988526,0,8.2692307692,12.847075829,30.9,8.8,23.8,92.137142857,19.67915375,4,8,50.0,17.0,336.8,52.631578947,834,19.767717469,2.0,41.407869999999996,2415:1,1.0,21.09705,4740:1,0.0,0.0,0,6544.0,30.0,81.0,90.7,575,1174,48.977853492,84,1588,5.2896725441,16.4,106173,27000,3.9323333333,475,1515,31.353135314,4,8.281573499,5.5,108.97562909,25.0,102.70736617,7.1,No,15.909090909,8.7890625,5.4545454545,1.5584415584,78.510317061,1560,36.9,57.0,410.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,450,9.2,114.33203401,2.6133036346,0.0,0.0,11.0,33.046926636,652,23.41954023,196,13.031914894,21.09705,4740:1,56356,51.792114695,0.0,4740,29.957805907,11.898734177,129,2.7215189873,79,1.6666666667,42,0.8860759494,6,0.1265822785,3001,63.312236287,1516,31.983122363,567,12.778904665,50.0,468,10.697142857,2019
48105,Texas,Crockett,7263.3683594,21.37628369,3.6810888991,3.4041359479,0,7.7777777778,13.569805963,28.4,8.5,24.2,18.311374025,17.249578763,3,24,12.5,19.0,512.1,71.193866375,633,20.706575074,1.0,27.210880000000003,3675:1,1.0,28.058359999999997,3564:1,0.0,0.0,0,4680.0,26.0,0.0,88.2,297,903,32.890365449,69,1689,4.0852575488,26.3,105438,22692,4.6464833421,267,1002,26.646706587,9,24.489795918,5.0,132.2926313,13.0,70.012925463,7.3,No,12.195121951,9.756097561,2.0905923345,0.0,80.034622043,1387,23.9,47.0,361.4,0.0,0.0,0.0,0.0,10.1,0.0,0.0,430,11.3,93.213432178,2.5064111906,0.0,0.0,10.0,38.412783774,520,24.424612494,122,12.461695608,56.116719999999994,1782:1,44991,59.165613148,0.0,3564,25.420875421,17.059483726,22,0.6172839506,77,2.1604938272,31,0.8698092031,3,0.0841750842,2341,65.684624018,1130,31.705948373,166,4.8060220035,49.943883277,846,22.748050551,2019
48107,Texas,Crosby,10778.02468,24.082272641,4.1399995619,3.7676653535,0,8.5388994307,16.133301708,29.1,8.4,23.8,32.414589866,15.769382632,3,11,27.272727273,24.0,401.5,58.670143416,1041,21.56619018,2.0,33.37784,2996:1,0.0,0.0,0,0.0,0.0,0,7302.0,25.0,0.0,95.2,551,1339,41.150112024,108,2603,4.1490587783,37.8,75807,17885,4.2385798155,727,1620,44.87654321,13,21.695594126,4.0,83.073727934,20.0,67.208817797,7.6,No,15.753424658,8.9351851852,6.803652968,0.3652968037,85.152129817,2099,32.9,108.0,532.7,0.0,0.0,0.0,0.0,10.4,6.0,124.3,720,12.0,139.93251886,2.3094985784,0.0,0.0,0.0,0.0,878,27.14064915,179,10.673822302,50.85608,1966:1,36942,77.787021631,0.0,5899,26.936768944,18.104763519,178,3.0174605865,65,1.1018816749,13,0.220376335,4,0.0678081031,3320,56.280725547,2330,39.498220037,178,3.2487680234,50.432276657,6059,100.0,2019
48109,Texas,Culberson,0.0,31.099537437,4.7949997208,4.0252751401,x,7.9069767442,17.542155028,29.6,8.8,24.2,93.202668891,14.134931327,2,26,7.6923076923,9.0,402.5,75.697211155,447,25.254237288,0.0,0.0,0,0.0,0.0,2231:0,0.0,0.0,0,8232.0,24.0,0.0,97.5,202,548,36.861313869,33,913,3.6144578313,35.6,68611,14817,4.6305594925,253,529,47.826086957,2,9.0991810737,0.0,0.0,10.0,89.221984297,5.9,No,16.455696203,13.164556962,4.4303797468,0.0,78.043704475,750,12.4,23.0,268.9,0.0,0.0,0.0,0.0,11.3,0.0,0.0,180,8.2,123.96594971,5.1695558677,0.0,0.0,0.0,0.0,370,29.647435897,85,15.287769784,89.6459,1116:1,37825,68.235294118,0.0,2231,23.980277902,20.349619005,19,0.8516360377,58,2.5997310623,47,2.1066786195,1,0.0448229494,1631,73.10623039,488,21.873599283,242,11.606714628,49.798296728,2398,100.0,2019
48111,Texas,Dallam,7755.1190491,20.762865736,3.9088762126,3.6061575777,0,7.4291300098,16.249583841,32.1,6.8,21.8,92.301954349,19.634586235,0,17,0.0,37.0,519.6,73.659398939,1659,25.994985898,5.0,70.86167999999999,1411:1,2.0,27.74695,3604:1,2.0,27.74695,3604:1,5974.0,31.0,137.0,98.3,747,2000,37.35,86,4056,2.1203155819,16.3,90048,28265,3.1858482222,419,2208,18.976449275,17,24.092970522,46.0,640.53470723,26.0,73.080923068,6.0,Yes,14.412416851,11.759465479,2.1729490022,0.6651884701,83.88680335,2905,14.1,81.0,410.4,0.0,0.0,0.0,0.0,8.7,8.0,147.6,880,12.5,1196.4357167,17.849257299,0.0,0.0,15.0,30.340419507,1301,31.281558067,383,16.48020654,138.73474000000002,721:1,47838,63.863636364,0.0,7208,31.922863485,11.2236404,111,1.5399556049,161,2.2336293008,77,1.0682574917,14,0.1942286349,3358,46.587125416,3537,49.070477248,884,13.529231711,47.94672586,1578,23.541697747,2019
48113,Texas,Dallas,6835.7997467,19.47684227,3.4501401506,3.5280781132,0,8.4992179079,14.566349836,29.0,6.9,23.2,96.163823154,17.384757021,439,1319,33.282789992,12216.0,478.4,42.361557876,492034,21.620208401,1753.0,68.07808999999999,1469:1,2150.0,82.11912000000001,1218:1,3601.0,137.53997,727:1,4756.0,39.0,33856.0,83.6,437803,769113,56.923104927,51148,1333933,3.8343754896,22.1,109787,23650,4.6421564482,265910,678859,39.17013695,1877,7.2893656815,12252.0,479.58138792,6881.0,53.987741229,10.0,Yes,21.961238199,16.108235512,6.6074346405,1.0087599855,78.359400636,964739,41.7,25547.0,343.8,1582.0,57.763008817,1859.0,6.6298618392,8.6,16317.0,798.4,442920,17.6,165055.77864,6.9698517967,947.0,12.224848922,1858.0,10.547623171,423396,26.421725678,76435,10.817661511,93.92135,1065:1,56732,72.77698116,7.6,2618148,26.437313704,10.485427103,590328,22.547541239,28702,1.0962711046,170981,6.5306086593,2920,0.1115292184,1053358,40.232943287,764217,29.189220777,274261,11.633068912,50.68147408,16300,0.6883041916,2019
48115,Texas,Dawson,8869.7328906,23.368389571,3.965460473,3.5611114911,0,9.4834232845,15.895652726,29.9,7.5,25.3,68.307670064,18.496236598,2,20,10.0,41.0,303.3,70.357142857,2131,21.787138329,4.0,30.50873,3278:1,6.0,46.82744,2136:1,0.0,0.0,0,4186.0,26.0,166.0,96.1,1547,3804,40.667718191,227,4656,4.8754295533,30.7,91758,17214,5.3304287208,1009,3124,32.298335467,24,18.305239875,59.0,433.75974121,43.0,64.539369015,7.3,Yes,7.8014184397,5.3333333333,1.4184397163,1.1820330969,77.775441548,3699,18.6,178.0,440.2,0.0,0.0,0.0,0.0,10.2,12.0,113.2,1460,11.0,1924.0944966,13.909452011,0.0,0.0,13.0,13.827286555,1723,26.762969866,434,12.453371593,46.82744,2136:1,42127,75.541448842,0.0,12813,26.160930305,14.859907906,679,5.299305393,152,1.186295169,138,1.0770311402,17,0.1326777492,7358,57.426051666,4528,35.339108718,643,5.2735175921,45.469445095,2254,16.294368539,2019
48117,Texas,Deaf Smith,7194.4727067,24.232103077,4.0406500458,3.6169022165,0,7.7473684211,14.989516802,29.2,8.6,22.0,80.817674995,17.541337169,2,13,15.384615385,83.0,437.9,81.88976378,3901,23.975170549,2.0,10.62135,9415:1,6.0,31.8539,3139:1,2.0,10.61797,9418:1,4273.0,30.0,277.0,89.5,2244,4676,47.989734816,255,8339,3.057920614,26.7,93173,23823,3.9110523444,1921,5944,32.318304172,22,11.683483802,59.0,310.11826544,57.0,60.006316454,7.0,No,14.608555287,9.4453507341,5.8111380145,0.8878127522,84.984295724,7035,8.9,205.0,388.3,0.0,0.0,0.0,0.0,9.1,12.0,82.9,1410,7.4,1762.1501544,9.0963770103,0.0,0.0,31.0,23.14382769,3171,30.260521042,794,13.052770015,90.25271000000001,1108:1,42698,80.362959516,0.0,18836,31.641537481,12.380547887,175,0.9290719898,328,1.741346358,108,0.5733701423,16,0.0849437248,13762,73.062221278,4657,24.723932894,1686,9.7841225627,50.180505415,3431,17.711129465,2019
48119,Texas,Delta,11327.74861,17.266005117,3.9081928188,3.8927879059,0,7.0454545455,16.702110188,31.5,6.8,27.5,69.336646913,17.004619658,5,10,50.0,16.0,306.7,45.085662759,739,18.242409282,1.0,19.17546,5215:1,0.0,0.0,0,2.0,37.75009,2649:1,5115.0,33.0,0.0,94.4,576,1065,54.084507042,85,2609,3.2579532388,27.7,85739,19570,4.3811446091,406,1169,34.730538922,8,15.340364334,1.0,19.094901661,24.0,91.58208044,9.8,No,16.839378238,12.793733681,2.5388601036,1.5544041451,86.917844061,1661,50.8,106.0,522.8,0.0,0.0,0.0,0.0,12.4,0.0,0.0,1070,20.4,141.29395713,2.7010888382,0.0,0.0,15.0,40.819658748,608,20.987228167,142,11.784232365,56.625139999999995,1766:1,41644,63.146551724,0.0,5298,23.669309173,20.460551151,327,6.1721404304,129,2.4348810872,38,0.7172517931,3,0.0566251416,401,7.5688939222,4292,81.011702529,7,0.1443894389,50.056625142,5231,100.0,2019
48121,Texas,Denton,4405.4520163,11.74704037,2.9624823412,3.121017073,0,7.4636772623,14.256435937,24.3,7.6,17.9,93.873205214,21.224188111,50,213,23.474178404,2258.0,289.3,16.396702387,83638,11.592495468,514.0,63.757470000000005,1568:1,455.0,54.412169999999996,1838:1,872.0,104.28003000000001,959:1,5370.0,43.0,11075.0,94.4,182150,238617,76.335717908,15318,464581,3.2971645418,7.8,150215,36370,4.1301897168,45206,198900,22.728004022,481,5.9664094867,1321.0,170.03344034,1382.0,35.389038719,10.9,No,14.134680789,11.629548306,2.4157030415,0.8201340978,80.922671439,332822,47.3,5516.0,233.3,298.0,36.611405559,291.0,4.2553191489,8.3,1151.0,181.3,113260,15.0,28807.663307,4.3475784252,200.0,8.2542234798,373.0,7.0392313537,72037,13.987386751,13375,6.1885769281,55.24928,1810:1,86462,32.274486492,1.4,836210,25.121082025,9.840351108,81629,9.7617823274,7110,0.8502648856,75407,9.0177108621,891,0.1065521819,162605,19.445474223,495631,59.271116107,27225,3.7305763381,50.797287763,45759,6.9058305439,2019
48123,Texas,DeWitt,8153.2366284,19.413754347,3.7692089149,3.580299858,0,8.0357142857,15.329662476,29.4,7.3,26.7,61.780365229,17.31512271,6,29,20.689655172,127.0,610.7,51.338199513,2576,16.915096198,11.0,52.71987,1897:1,5.0,24.720660000000002,4045:1,2.0,9.888259999999999,10113:1,5975.0,31.0,188.0,93.4,2208,5017,44.01036476,426,9586,4.4439808053,27.4,109885,18137,6.0586094723,1697,4586,37.003924989,31,14.857416727,112.0,537.75057016,64.0,62.090710648,9.6,Yes,13.101983003,8.7589158345,3.1728045326,1.6997167139,85.029479621,6634,33.3,327.0,425.3,0.0,0.0,0.0,0.0,11.8,12.0,69.0,3070,14.9,1587.6712884,7.9000412421,0.0,0.0,28.0,19.472165235,2141,20.291915458,474,9.6596698594,64.27371000000001,1556:1,47657,64.824678207,0.0,20226,22.555127064,19.514486305,1736,8.5830119648,186,0.9196084248,77,0.3806981113,7,0.0346089192,7143,35.315929991,11070,54.73153367,193,1.0104712042,47.374666271,9973,49.624322038,2019
48125,Texas,Dickens,6886.8604419,20.433797763,3.9099839967,3.6242802892,x,13.793103448,16.393445105,27.8,7.3,23.8,37.234042553,17.459395354,1,6,16.666666667,0.0,0.0,63.037249284,337,23.968705548,1.0,45.78755,2184:1,0.0,0.0,2209:0,1.0,45.26935,2209:1,4978.0,31.0,0.0,94.7,281,581,48.364888124,32,682,4.6920821114,28.8,84000,14679,5.7224606581,118,483,24.430641822,7,32.051282051,7.0,316.52724395,12.0,108.03024847,7.1,No,10.795454545,8.4295612009,2.1590909091,0.9090909091,66.485753053,490,26.1,36.0,406.6,0.0,0.0,0.0,0.0,10.4,0.0,0.0,360,16.1,135.76677379,5.5551053107,0.0,0.0,0.0,0.0,270,27.190332326,70,16.203703704,45.26935,2209:1,38702,63.968668407,0.0,2209,18.922589407,22.453598914,105,4.7532820281,50,2.2634676324,29,1.3128112268,2,0.0905387053,653,29.560887279,1387,62.788592123,20,0.9478672986,43.639655953,2444,100.0,2019
48127,Texas,Dimmit,7454.3792909,30.707616553,4.5209493595,3.8810450484,0,7.8642384106,16.091347145,29.2,7.7,24.0,67.647058824,15.041861359,5,36,13.888888889,101.0,919.9,60.686015831,1650,18.244139761,7.0,64.85084,1542:1,3.0,28.796310000000002,3473:1,3.0,28.796310000000002,3473:1,5547.0,20.0,147.0,82.9,1142,2746,41.58776402,330,6480,5.0925925926,42.6,72062,13996,5.1487567877,1577,3259,48.389076404,9,8.3379655364,9.5,84.992171774,36.0,66.447635572,8.1,No,19.74789916,6.4,8.6834733894,6.4425770308,80.292164675,3023,13.0,132.0,377.2,14.0,107.74203479,0.0,0.0,9.6,5.0,58.3,850,7.8,1795.5480298,17.962665364,0.0,0.0,19.0,25.415680137,1386,23.507462687,288,8.6851628468,28.796310000000002,3473:1,35696,75.869859919,0.0,10418,29.746592436,16.097139566,114,1.0942599347,78,0.7487041659,74,0.7103090804,2,0.0191975427,9112,87.464004607,1094,10.501055865,669,6.8467915259,51.209445191,3946,39.475790316,2019
48129,Texas,Donley,11044.164997,15.684622854,3.555220611,3.6076648398,x,9.0909090909,14.658549556,28.4,7.0,23.6,63.502855589,18.316116144,1,9,11.111111111,12.0,343.0,36.83737646,536,22.157916494,1.0,29.36858,3405:1,1.0,30.20236,3311:1,0.0,0.0,0,4375.0,38.0,0.0,93.3,367,614,59.771986971,55,1507,3.6496350365,32.8,93529,19227,4.8644614344,262,685,38.248175182,9,26.431718062,11.0,316.3646822,16.0,92.592592593,7.0,No,11.832061069,8.4226646248,3.6641221374,0.3053435115,74.198146828,1041,28.0,73.0,555.6,0.0,0.0,0.0,0.0,11.9,0.0,0.0,620,17.7,213.70335895,5.8118944506,0.0,0.0,0.0,0.0,439,25.273459988,106,14.701803051,151.01178,662:1,41867,59.631490787,0.0,3311,20.265780731,24.101479915,166,5.0135910601,28,0.8456659619,21,0.6342494715,2,0.0604047116,372,11.235276352,2677,80.851706433,22,0.6744328633,50.709755361,3677,100.0,2019
48131,Texas,Duval,13412.213609,32.215434423,4.6636655897,3.8397129484,0,9.2060810811,16.524380514,26.8,7.1,24.4,57.740621287,14.608277385,2,24,8.3333333333,176.0,1545.5,63.37535014,1654,18.704059708,0.0,0.0,0,0.0,0.0,0,1.0,8.87075,11273:1,6426.0,29.0,180.0,86.0,1182,2845,41.546572935,368,4803,7.6618779929,40.1,73178,14130,5.1789101203,1437,2788,51.542324247,4,3.5001750088,59.5,611.41653394,50.0,87.317942091,8.5,Yes,21.473951715,6.0567010309,9.6569250318,7.3697585769,73.96049896,2846,27.1,217.0,611.6,0.0,0.0,0.0,0.0,10.4,17.0,183.3,1170,10.1,2312.6620765,19.628773353,0.0,0.0,21.0,26.039083424,1407,23.611344185,269,8.8749587595,44.35377,2255:1,33495,77.385570209,0.0,11273,25.352612437,17.78586002,108,0.9580413377,91,0.8072385346,50,0.4435376563,13,0.1153197907,10096,89.55912357,980,8.6933380644,558,5.2404207363,48.203672492,7899,67.042946868,2019
48133,Texas,Eastland,8509.3496247,17.810980119,3.835617789,3.7563241866,0,7.5949367089,16.171746838,30.5,6.6,25.6,38.35225744,17.592262534,8,37,21.621621622,42.0,231.1,37.40490279,2837,20.751956697,6.0,32.83353,3046:1,6.0,32.58921,3069:1,4.0,21.72614,4603:1,5717.0,23.0,206.0,94.3,1478,3716,39.773950484,339,7852,4.3173713704,29.0,66695,15504,4.3017930857,876,3738,23.434991974,29,15.869541425,37.0,213.21347279,70.0,76.689637039,8.3,Yes,10.646108664,6.3472113119,3.1571218796,1.9823788546,87.191470717,5970,16.7,336.0,456.8,12.0,77.006994802,0.0,0.0,10.5,10.0,64.9,3280,18.0,1877.1267616,10.101311745,0.0,0.0,34.0,26.493988202,2385,24.125025288,488,12.255148167,38.02075,2630:1,39620,61.000349773,0.0,18411,21.459996741,21.829341155,332,1.8032697844,218,1.1840747379,118,0.6409211884,11,0.0597468904,3055,16.593340937,14569,79.132040628,441,2.5461893764,50.323176362,11214,60.345477049,2019
48135,Texas,Ector,9076.5538847,19.06607837,3.5800612298,3.3722443528,0,9.0395765062,14.842830871,33.2,8.3,30.5,71.530664333,19.527320535,86,243,35.390946502,947.0,594.0,70.421778935,29226,20.924887772,94.0,59.69694,1675:1,61.0,38.83198,2575:1,74.0,47.10765,2123:1,5093.0,30.0,1868.0,80.8,21688,44682,48.538561389,3212,78116,4.1118336832,17.9,113294,26120,4.3374425727,16045,46312,34.645448264,128,8.1289453963,1285.0,809.23472215,630.0,81.053228813,7.8,Yes,16.149007273,8.9658584859,5.6320031453,2.9683506979,81.140381525,58060,23.1,1979.0,471.5,123.0,65.281426638,108.0,5.4908739641,8.4,196.0,158.7,15780,10.3,8772.8553304,6.3974734416,50.0,10.548857031,334.0,31.458891988,23332,25.216968387,6378,12.962887687,75.75420000000001,1320:1,54422,53.842513163,6.2,157087,30.016487679,9.8525021167,6730,4.2842501289,2237,1.4240516402,1959,1.2470796438,352,0.2240796501,95164,60.580442685,51209,32.599132965,11588,8.1890520543,49.336991603,12966,9.4552614308,2019
48137,Texas,Edwards,0.0,19.830868651,3.6115615236,3.3812165752,x,8.4848484848,12.840870763,29.6,8.7,26.1,4.3456543457,15.969789734,2,5,40.0,5.0,264.0,53.672316384,344,24.501424501,0.0,0.0,1911:0,0.0,0.0,1953:0,0.0,0.0,0,3959.0,31.0,0.0,96.3,221,409,54.034229829,29,904,3.2079646018,38.2,78939,16069,4.9125023337,119,315,37.777777778,4,20.931449503,3.0,160.42780749,10.0,105.03098414,7.3,No,12.080536913,7.2483221477,3.2214765101,0.5369127517,63.636363636,539,12.8,40.0,496.8,0.0,0.0,0.0,0.0,12.4,0.0,0.0,130,6.6,191.05516042,9.5432148062,0.0,0.0,0.0,0.0,280,27.888446215,72,16.981132075,0.0,1953:0,35164,67.910447761,0.0,1953,22.478238607,27.240143369,8,0.4096262161,42,2.1505376344,16,0.8192524322,0,0.0,1076,55.094726062,841,43.061955965,81,4.037886341,46.697388633,2002,100.0,2019
48139,Texas,Ellis,6940.0034978,16.667524947,3.4083608687,3.4172175736,0,7.3560694435,12.976217378,35.4,7.6,25.8,65.40538734,17.786105113,42,129,32.558139535,593.0,362.4,29.691916673,25255,17.259878897,68.0,40.356320000000004,2478:1,55.0,31.67838,3157:1,107.0,61.628840000000004,1623:1,4985.0,38.0,2719.0,92.2,25555,42296,60.419425005,2991,87132,3.4327227655,12.4,124246,31229,3.9785455826,10055,44217,22.740122577,163,9.6736479148,229.5,141.78306882,424.0,51.64156854,10.5,Yes,14.405089735,10.494594853,3.5799069414,1.0825182794,82.017190787,63168,46.1,1892.0,347.3,92.0,51.387461459,86.0,5.8791359037,11.3,232.0,175.1,22830,14.2,9475.2184282,6.3332788103,48.0,9.4908363997,155.0,13.743985898,20719,20.42306972,5012,10.613247501,44.9257,2226:1,71512,47.465276845,4.2,173620,26.858656837,12.620089851,17821,10.264370464,1485,0.8553162078,1339,0.7712245133,248,0.1428406866,45711,26.328187997,105643,60.847252621,6939,4.5314734636,50.687708789,47838,31.975135352,2019
48141,Texas,El Paso,5889.7778054,28.497625411,4.5670664042,3.969468163,0,8.7801436634,15.39111835,29.5,8.3,20.9,81.278890697,18.427408781,101,327,30.886850153,3048.0,364.8,48.419931724,152482,21.159159251,411.0,49.05015,2039:1,373.0,44.3831,2253:1,703.0,83.64965,1195:1,4324.0,29.0,13277.0,85.7,143937,226029,63.680766627,16275,353387,4.6054325711,29.6,86539,18007,4.8058532793,85825,233540,36.749593217,403,4.8095398356,3055.5,364.08938332,1877.0,44.956727054,9.5,Yes,18.61060822,12.882066143,6.0899040869,1.0746889565,79.734372596,279882,29.7,7373.0,307.7,392.0,42.038029403,443.0,4.6809949492,10.4,2020.0,303.8,71030,8.5,76655.603293,9.5742072715,237.0,9.4275038874,655.0,11.247890806,134202,27.218464472,20918,8.7104618818,68.06202,1469:1,44120,74.190790621,2.9,840410,27.498839852,11.953213313,25548,3.0399447889,8740,1.0399685868,11279,1.3420830309,1852,0.2203686296,695938,82.809343059,99041,11.784843112,117291,15.250442401,50.831260932,17409,2.1743664811,2019
48143,Texas,Erath,6923.7976931,19.908742324,4.0314310656,3.9264174427,0,6.971294669,17.320968093,27.3,5.8,23.3,61.504354711,20.557949561,12,66,18.181818182,248.0,603.1,20.269411615,7032,21.766854454,25.0,60.011039999999994,1666:1,22.0,52.41964,1908:1,36.0,85.77759999999999,1166:1,5757.0,40.0,334.0,58.9,5721,8983,63.686964266,703,20586,3.4149421937,19.3,95599,16511,5.7900187754,2368,8494,27.878502472,50,12.002208406,62.0,151.06476293,127.0,62.085991543,8.8,Yes,22.203157172,18.712415989,3.466026081,1.4070006863,81.83028109,15371,19.2,442.0,349.8,27.0,79.088432584,22.0,6.3897763578,8.8,13.0,37.0,7770,19.1,6219.600057,16.414885344,0.0,0.0,52.0,18.430435738,5908,24.781879195,1234,13.890139577,28.592530000000004,3497:1,48230,53.13086504,0.0,41969,20.467487908,13.984131144,706,1.6821940003,554,1.3200219209,324,0.7719983798,36,0.0857775978,8966,21.363387262,31304,74.588386666,1266,3.2786885246,50.899473421,17551,46.320929005,2019
